Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"BXP","BXP INC","Real Estate","Equity","15,784,701.90","0.01","15,784,701.90","217,690.00","72.51","United States","New York Stock Exchange Inc.","USD"
"MRO","MELROSE INDUSTRIES PLC","Industrials","Equity","15,773,091.85","0.01","15,773,091.85","1,970,394.00","8.01","United Kingdom","London Stock Exchange","GBP"
"GIL","GILDAN ACTIVEWEAR INC","Consumer Discretionary","Equity","15,745,636.40","0.01","15,745,636.40","288,726.00","54.53","Canada","Toronto Stock Exchange","CAD"
"7270","SUBARU CORP","Consumer Discretionary","Equity","15,599,516.21","0.01","15,599,516.21","775,500.00","20.12","Japan","Tokyo Stock Exchange","JPY"
"BBD.B","BOMBARDIER INC CLASS B","Industrials","Equity","15,591,101.20","0.01","15,591,101.20","133,509.00","116.78","Canada","Toronto Stock Exchange","CAD"
"8601","DAIWA SECURITIES GROUP INC","Financials","Equity","15,551,898.40","0.01","15,551,898.40","2,011,775.00","7.73","Japan","Tokyo Stock Exchange","JPY"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","15,541,139.97","0.01","15,541,139.97","393,347.00","39.51","United States","New York Stock Exchange Inc.","USD"
"3626","TIS INC","Information Technology","Equity","15,519,894.75","0.01","15,519,894.75","464,100.00","33.44","Japan","Tokyo Stock Exchange","JPY"
"PSON","PEARSON PLC","Consumer Discretionary","Equity","15,495,329.17","0.01","15,495,329.17","1,049,664.00","14.76","United Kingdom","London Stock Exchange","GBP"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","15,464,554.56","0.01","15,464,554.56","108,936.00","141.96","United States","NASDAQ","USD"
"9697","CAPCOM LTD","Communication","Equity","15,414,701.75","0.01","15,414,701.75","566,700.00","27.20","Japan","Tokyo Stock Exchange","JPY"
"1802","OBAYASHI CORP","Industrials","Equity","15,419,669.39","0.01","15,419,669.39","939,372.00","16.41","Japan","Tokyo Stock Exchange","JPY"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrials","Equity","15,311,947.72","0.01","15,311,947.72","508,700.00","30.10","Japan","Tokyo Stock Exchange","JPY"
"SGRO","SEGRO REIT PLC","Real Estate","Equity","15,296,907.90","0.01","15,296,907.90","1,794,286.00","8.53","United Kingdom","London Stock Exchange","GBP"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","15,301,059.39","0.01","15,301,059.39","253,791.00","60.29","United States","New York Stock Exchange Inc.","USD"
"GALP","GALP ENERGIA SGPS SA CLASS B","Energy","Equity","15,246,422.68","0.01","15,246,422.68","779,541.00","19.56","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"BKT","BANKINTER SA","Financials","Equity","15,233,021.86","0.01","15,233,021.86","1,021,350.00","14.91","Spain","Bolsa De Madrid","EUR"
"REA","REA GROUP LTD","Communication","Equity","15,219,330.52","0.01","15,219,330.52","95,428.00","159.49","Australia","Asx - All Markets","AUD"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","15,177,785.22","0.01","15,177,785.22","83,934.00","180.83","United States","New York Stock Exchange Inc.","USD"
"FM","FIRST QUANTUM MINERALS LTD","Materials","Equity","15,163,049.60","0.01","15,163,049.60","866,127.00","17.51","Canada","Toronto Stock Exchange","CAD"
"EFN","ELEMENT FLEET MANAGEMENT CORP","Industrials","Equity","15,162,473.05","0.01","15,162,473.05","569,587.00","26.62","Canada","Toronto Stock Exchange","CAD"
"LIFCO B","LIFCO CLASS B","Industrials","Equity","15,096,296.41","0.01","15,096,296.41","421,454.00","35.82","Sweden","Nasdaq Omx Nordic","SEK"
"RO","ROCHE HOLDING AG","Health Care","Equity","15,099,739.53","0.01","15,099,739.53","43,996.00","343.21","Switzerland","SIX Swiss Exchange","CHF"
"BESI","BE SEMICONDUCTOR INDUSTRIES NV","Information Technology","Equity","15,060,719.64","0.01","15,060,719.64","111,340.00","135.27","Netherlands","Euronext Amsterdam","EUR"
"3659","NEXON LTD","Communication","Equity","15,004,588.02","0.01","15,004,588.02","659,642.00","22.75","Japan","Tokyo Stock Exchange","JPY"
"MOWI","MOWI","Consumer Staples","Equity","14,975,294.37","0.01","14,975,294.37","724,980.00","20.66","Norway","Oslo Bors Asa","NOK"
"4523","EISAI LTD","Health Care","Equity","14,942,995.48","0.01","14,942,995.48","468,340.00","31.91","Japan","Tokyo Stock Exchange","JPY"
"5713","SUMITOMO METAL MINING LTD","Materials","Equity","14,877,517.96","0.01","14,877,517.96","545,182.00","27.29","Japan","Tokyo Stock Exchange","JPY"
"SOLV","SOLVENTUM CORP","Health Care","Equity","14,868,991.06","0.01","14,868,991.06","203,434.00","73.09","United States","New York Stock Exchange Inc.","USD"
"SVT","SEVERN TRENT PLC","Utilities","Equity","14,643,779.52","0.01","14,643,779.52","425,832.00","34.39","United Kingdom","London Stock Exchange","GBP"
"GWO","GREAT WEST LIFECO INC","Financials","Equity","14,622,319.59","0.01","14,622,319.59","369,563.00","39.57","Canada","Toronto Stock Exchange","CAD"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","14,588,052.70","0.01","14,588,052.70","41,165.00","354.38","United States","NASDAQ","USD"
"MAERSK B","A P MOLLER MAERSK B","Industrials","Equity","14,476,541.66","0.01","14,476,541.66","6,885.00","2,102.62","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"ERF","EUROFINS SCIENTIFIC","Health Care","Equity","14,418,461.82","0.01","14,418,461.82","189,464.00","76.10","France","Nyse Euronext - Euronext Paris","EUR"
"SIG","SIGMA HEALTHCARE LTD","Health Care","Equity","14,352,296.07","0.01","14,352,296.07","6,992,601.00","2.05","Australia","Asx - All Markets","AUD"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrials","Equity","14,306,499.66","0.01","14,306,499.66","2,867,034.00","4.99","Singapore","NASDAQ","USD"
"NICE","NICE LTD","Information Technology","Equity","14,317,455.11","0.01","14,317,455.11","101,258.00","141.40","Israel","Tel Aviv Stock Exchange","ILS"
"DAL","DELTA AIR LINES INC","Industrials","Equity","14,260,553.84","0.01","14,260,553.84","230,828.00","61.78","United States","New York Stock Exchange Inc.","USD"
"METSO","METSO CORPORATION","Industrials","Equity","14,209,167.69","0.01","14,209,167.69","1,095,500.00","12.97","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","14,195,792.00","0.01","14,195,792.00","392,800.00","36.14","United States","New York Stock Exchange Inc.","USD"
"ABF","ASSOCIATED BRITISH FOODS PLC","Consumer Staples","Equity","14,174,125.04","0.01","14,174,125.04","477,671.00","29.67","United Kingdom","London Stock Exchange","GBP"
"MKS","MARKS AND SPENCER GROUP PLC","Consumer Staples","Equity","14,120,293.71","0.01","14,120,293.71","3,026,798.00","4.67","United Kingdom","London Stock Exchange","GBP"
"WCP","WHITECAP RESOURCES INC","Energy","Equity","14,074,192.22","0.01","14,074,192.22","1,871,432.00","7.52","Canada","Toronto Stock Exchange","CAD"
"C38U","CAPITALAND INTEGRATED COMMERCIAL T","Real Estate","Equity","14,008,743.51","0.01","14,008,743.51","7,854,990.00","1.78","Singapore","Singapore Exchange","SGD"
"HM B","HENNES & MAURITZ","Consumer Discretionary","Equity","14,004,849.20","0.01","14,004,849.20","949,208.00","14.75","Sweden","Nasdaq Omx Nordic","SEK"
"4755","RAKUTEN GROUP INC","Consumer Discretionary","Equity","13,994,673.13","0.01","13,994,673.13","2,263,912.00","6.18","Japan","Tokyo Stock Exchange","JPY"
"9502","CHUBU ELECTRIC POWER INC","Utilities","Equity","13,915,387.46","0.01","13,915,387.46","994,125.00","14.00","Japan","Tokyo Stock Exchange","JPY"
"SKF B","SKF B","Industrials","Equity","13,894,781.11","0.01","13,894,781.11","536,370.00","25.91","Sweden","Nasdaq Omx Nordic","SEK"
"BN4","KEPPEL LTD","Industrials","Equity","13,878,361.75","0.01","13,878,361.75","2,038,960.00","6.81","Singapore","Singapore Exchange","SGD"
"8136","SANRIO LTD","Consumer Discretionary","Equity","13,856,729.25","0.01","13,856,729.25","261,400.00","53.01","Japan","Tokyo Stock Exchange","JPY"
"7012","KAWASAKI HEAVY INDUSTRIES LTD","Industrials","Equity","13,859,405.87","0.01","13,859,405.87","229,600.00","60.36","Japan","Tokyo Stock Exchange","JPY"
"CAR","CAR GROUP LTD","Communication","Equity","13,753,472.47","0.01","13,753,472.47","525,129.00","26.19","Australia","Asx - All Markets","AUD"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","13,730,301.09","0.01","13,730,301.09","271,941.00","50.49","United States","New York Stock Exchange Inc.","USD"
"9021","WEST JAPAN RAILWAY","Industrials","Equity","13,715,556.07","0.01","13,715,556.07","604,778.00","22.68","Japan","Tokyo Stock Exchange","JPY"
"NHY","NORSK HYDRO","Materials","Equity","13,665,173.51","0.01","13,665,173.51","2,094,788.00","6.52","Norway","Oslo Bors Asa","NOK"
"ADDT B","ADDTECH CLASS B","Industrials","Equity","13,623,750.33","0.01","13,623,750.33","389,146.00","35.01","Sweden","Nasdaq Omx Nordic","SEK"
"3402","TORAY INDUSTRIES INC","Materials","Equity","13,498,766.27","0.01","13,498,766.27","2,023,853.00","6.67","Japan","Tokyo Stock Exchange","JPY"
"TELIA","TELIA COMPANY","Communication","Equity","13,476,379.67","0.01","13,476,379.67","3,558,929.00","3.79","Sweden","Nasdaq Omx Nordic","SEK"
"EN","BOUYGUES SA","Industrials","Equity","13,425,816.14","0.01","13,425,816.14","317,205.00","42.33","France","Nyse Euronext - Euronext Paris","EUR"
"TRYG","TRYG","Financials","Equity","13,434,741.69","0.01","13,434,741.69","512,079.00","26.24","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"DSG","DESCARTES SYSTEMS GROUP INC","Information Technology","Equity","13,356,644.12","0.01","13,356,644.12","133,800.00","99.83","Canada","Toronto Stock Exchange","CAD"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","13,358,782.50","0.01","13,358,782.50","240,050.00","55.65","United States","NASDAQ","USD"
"MNDY","MONDAYCOM LTD","Information Technology","Equity","13,352,898.00","0.01","13,352,898.00","69,186.00","193.00","Israel","NASDAQ","USD"
"FGR","EIFFAGE SA","Industrials","Equity","13,290,135.25","0.01","13,290,135.25","107,056.00","124.14","France","Nyse Euronext - Euronext Paris","EUR"
"MNG","M&G PLC","Financials","Equity","13,292,684.59","0.01","13,292,684.59","3,704,857.00","3.59","United Kingdom","London Stock Exchange","GBP"
"MAERSK A","A P MOLLER MAERSK","Industrials","Equity","13,242,667.50","0.01","13,242,667.50","6,336.00","2,090.07","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"3","HONG KONG AND CHINA GAS LTD","Utilities","Equity","13,244,835.11","0.01","13,244,835.11","14,646,815.00","0.90","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"SGP","STOCKLAND STAPLED UNITS LTD","Real Estate","Equity","13,220,174.10","0.01","13,220,174.10","3,225,662.00","4.10","Australia","Asx - All Markets","AUD"
"HELN","HELVETIA HOLDING AG","Financials","Equity","13,124,871.14","0.01","13,124,871.14","52,349.00","250.72","Switzerland","SIX Swiss Exchange","CHF"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","13,093,055.21","0.01","13,093,055.21","964,853.00","13.57","United States","NASDAQ","USD"
"SGH","SGH LTD","Industrials","Equity","13,068,368.15","0.01","13,068,368.15","395,336.00","33.06","Australia","Asx - All Markets","AUD"
"3088","MATSUKIYOKARA","Consumer Staples","Equity","13,050,574.78","0.01","13,050,574.78","635,800.00","20.53","Japan","Tokyo Stock Exchange","JPY"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","13,038,690.00","0.01","13,038,690.00","124,178.00","105.00","United States","NASDAQ","USD"
"27","GALAXY ENTERTAINMENT GROUP LTD","Consumer Discretionary","Equity","13,011,593.71","0.01","13,011,593.71","2,469,368.00","5.27","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"WISE","WISE PLC CLASS A","Financials","Equity","12,984,652.92","0.01","12,984,652.92","895,619.00","14.50","United Kingdom","London Stock Exchange","GBP"
"AUTO","AUTO TRADER GROUP PLC","Communication","Equity","12,911,697.94","0.01","12,911,697.94","1,191,160.00","10.84","United Kingdom","London Stock Exchange","GBP"
"8113","UNICHARM CORP","Consumer Staples","Equity","12,896,875.64","0.01","12,896,875.64","1,934,400.00","6.67","Japan","Tokyo Stock Exchange","JPY"
"ELE","ENDESA SA","Utilities","Equity","12,882,699.59","0.01","12,882,699.59","425,369.00","30.29","Spain","Bolsa De Madrid","EUR"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Real Estate","Equity","12,802,518.63","0.01","12,802,518.63","63,663.00","201.10","Canada","Toronto Stock Exchange","CAD"
"CON","CONTINENTAL AG","Consumer Discretionary","Equity","12,805,352.23","0.01","12,805,352.23","144,020.00","88.91","Germany","Xetra","EUR"
"IAG","IA FINANCIAL INC","Financials","Equity","12,758,791.18","0.01","12,758,791.18","118,728.00","107.46","Canada","Toronto Stock Exchange","CAD"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","12,718,235.25","0.01","12,718,235.25","99,154,542.00","12.83","Hong Kong","-","HKD"
"S68","SINGAPORE EXCHANGE LTD","Financials","Equity","12,678,100.88","0.01","12,678,100.88","990,226.00","12.80","Singapore","Singapore Exchange","SGD"
"G24","SCOUT24 N","Communication","Equity","12,643,591.82","0.01","12,643,591.82","96,998.00","130.35","Germany","Xetra","EUR"
"ITRK","INTERTEK GROUP PLC","Industrials","Equity","12,593,283.71","0.01","12,593,283.71","199,277.00","63.20","United Kingdom","London Stock Exchange","GBP"
"TREL B","TRELLEBORG B","Industrials","Equity","12,577,721.58","0.01","12,577,721.58","320,433.00","39.25","Sweden","Nasdaq Omx Nordic","SEK"
"SHL","SONIC HEALTHCARE LTD","Health Care","Equity","12,540,665.48","0.01","12,540,665.48","797,172.00","15.73","Australia","Asx - All Markets","AUD"
"VACN","VAT GROUP AG","Industrials","Equity","12,501,431.57","0.01","12,501,431.57","37,239.00","335.71","Switzerland","SIX Swiss Exchange","CHF"
"AKRBP","AKER BP","Energy","Equity","12,504,393.24","0.01","12,504,393.24","488,935.00","25.57","Norway","Oslo Bors Asa","NOK"
"TLX","TALANX AG","Financials","Equity","12,490,387.48","0.01","12,490,387.48","91,861.00","135.97","Germany","Xetra","EUR"
"HEIO","HEINEKEN HOLDING NV","Consumer Staples","Equity","12,445,272.32","0.01","12,445,272.32","177,109.00","70.27","Netherlands","Euronext Amsterdam","EUR"
"UNI","UNIPOL ASSICURAZIONI SPA","Financials","Equity","12,372,246.98","0.01","12,372,246.98","591,997.00","20.90","Italy","Borsa Italiana","EUR"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Equity","12,346,438.42","0.01","12,346,438.42","192,921.00","64.00","Israel","Tel Aviv Stock Exchange","ILS"
"AC","ACCOR SA","Consumer Discretionary","Equity","12,336,544.27","0.01","12,336,544.27","251,461.00","49.06","France","Nyse Euronext - Euronext Paris","EUR"
"S32","SOUTH32 LTD","Materials","Equity","12,310,549.11","0.01","12,310,549.11","6,876,643.00","1.79","Australia","Asx - All Markets","AUD"
"LI","KLEPIERRE REIT SA","Real Estate","Equity","12,248,196.59","0.01","12,248,196.59","314,062.00","39.00","France","Nyse Euronext - Euronext Paris","EUR"
"KGF","KINGFISHER PLC","Consumer Discretionary","Equity","12,200,006.23","0.01","12,200,006.23","3,506,241.00","3.48","United Kingdom","London Stock Exchange","GBP"
"OTEX","OPEN TEXT CORP","Information Technology","Equity","12,157,720.62","0.01","12,157,720.62","368,024.00","33.04","Canada","Toronto Stock Exchange","CAD"
"4188","MITSUBISHI CHEMICAL GROUP CORP","Materials","Equity","12,161,917.97","0.01","12,161,917.97","2,061,870.00","5.90","Japan","Tokyo Stock Exchange","JPY"
"MPL","MEDIBANK PRIVATE LTD","Financials","Equity","12,136,257.67","0.01","12,136,257.67","3,708,907.00","3.27","Australia","Asx - All Markets","AUD"
"FORTUM","FORTUM","Utilities","Equity","12,105,261.43","0.01","12,105,261.43","701,712.00","17.25","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"ALA","ALTAGAS LTD","Utilities","Equity","12,109,929.59","0.01","12,109,929.59","408,989.00","29.61","Canada","Toronto Stock Exchange","CAD"
"NESTE","NESTE","Energy","Equity","12,079,872.73","0.01","12,079,872.73","643,653.00","18.77","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"BNR","BRENNTAG","Industrials","Equity","12,063,210.84","0.01","12,063,210.84","195,749.00","61.63","Germany","Xetra","EUR"
"SCA B","SVENSKA CELLULOSA B","Materials","Equity","12,038,507.57","0.01","12,038,507.57","878,797.00","13.70","Sweden","Nasdaq Omx Nordic","SEK"
"TIH","TOROMONT INDUSTRIES LTD","Industrials","Equity","12,015,962.94","0.01","12,015,962.94","115,055.00","104.44","Canada","Toronto Stock Exchange","CAD"
"HEN","HENKEL AG","Consumer Staples","Equity","11,914,520.32","0.01","11,914,520.32","154,025.00","77.35","Germany","Xetra","EUR"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Equity","11,857,489.00","0.01","11,857,489.00","133,924.00","88.54","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"BOL","BOLIDEN","Materials","Equity","11,862,666.15","0.01","11,862,666.15","342,177.00","34.67","Sweden","Nasdaq Omx Nordic","SEK"
"4204","SEKISUI CHEMICAL LTD","Industrials","Equity","11,832,765.26","0.01","11,832,765.26","615,024.00","19.24","Japan","Tokyo Stock Exchange","JPY"
"4689","LY CORP","Communication","Equity","11,825,868.95","0.01","11,825,868.95","3,773,900.00","3.13","Japan","Tokyo Stock Exchange","JPY"
"FOX","FOX CORP CLASS B","Communication","Equity","11,811,820.60","0.01","11,811,820.60","216,532.00","54.55","United States","NASDAQ","USD"
"NVMI","NOVA LTD","Information Technology","Equity","11,794,926.93","0.01","11,794,926.93","44,517.00","264.95","Israel","Tel Aviv Stock Exchange","ILS"
"83","SINO LAND LTD","Real Estate","Equity","11,783,313.44","0.01","11,783,313.44","9,700,703.00","1.21","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"288","WH GROUP LTD","Consumer Staples","Equity","11,725,252.53","0.01","11,725,252.53","10,882,500.00","1.08","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"9843","NITORI HOLDINGS LTD","Consumer Discretionary","Equity","11,726,659.38","0.01","11,726,659.38","128,024.00","91.60","Japan","Tokyo Stock Exchange","JPY"
"BSL","BLUESCOPE STEEL LTD","Materials","Equity","11,676,011.94","0.01","11,676,011.94","779,579.00","14.98","Australia","Asx - All Markets","AUD"
"CA","CARREFOUR SA","Consumer Staples","Equity","11,650,410.52","0.01","11,650,410.52","813,064.00","14.33","France","Nyse Euronext - Euronext Paris","EUR"
"ALO","ALSTOM SA","Industrials","Equity","11,650,493.98","0.01","11,650,493.98","487,165.00","23.91","France","Nyse Euronext - Euronext Paris","EUR"
"PHOE","PHOENIX FINANCIAL LTD","Financials","Equity","11,634,511.83","0.01","11,634,511.83","343,305.00","33.89","Israel","Tel Aviv Stock Exchange","ILS"
"CCL.B","CCL INDUSTRIES INC CLASS B","Materials","Equity","11,624,190.33","0.01","11,624,190.33","194,264.00","59.84","Canada","Toronto Stock Exchange","CAD"
"7911","TOPPAN HOLDINGS INC","Industrials","Equity","11,582,807.67","0.01","11,582,807.67","448,910.00","25.80","Japan","Tokyo Stock Exchange","JPY"
"SYENS","SYENSQO NV","Materials","Equity","11,571,720.30","0.01","11,571,720.30","129,294.00","89.50","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"TEN","TENARIS SA","Energy","Equity","11,559,113.20","0.01","11,559,113.20","636,151.00","18.17","Italy","Borsa Italiana","EUR"
"RNO","RENAULT SA","Consumer Discretionary","Equity","11,534,214.83","0.01","11,534,214.83","289,325.00","39.87","France","Nyse Euronext - Euronext Paris","EUR"
"8951","NIPPON BUILDING FUND REIT INC","Real Estate","Equity","11,535,181.80","0.01","11,535,181.80","11,773.00","979.80","Japan","Tokyo Stock Exchange","JPY"
"DVA","DAVITA INC","Health Care","Equity","11,507,092.80","0.01","11,507,092.80","83,530.00","137.76","United States","New York Stock Exchange Inc.","USD"
"SKA B","SKANSKA B","Industrials","Equity","11,432,398.42","0.01","11,432,398.42","457,313.00","25.00","Sweden","Nasdaq Omx Nordic","SEK"
"YAR","YARA INTERNATIONAL","Materials","Equity","11,433,104.25","0.01","11,433,104.25","312,859.00","36.54","Norway","Oslo Bors Asa","NOK"
"OMV","OMV AG","Energy","Equity","11,329,772.11","0.01","11,329,772.11","203,493.00","55.68","Austria","Wiener Boerse Ag","EUR"
"5411","JFE HOLDINGS INC","Materials","Equity","11,320,860.45","0.01","11,320,860.45","892,787.00","12.68","Japan","Tokyo Stock Exchange","JPY"
"C6L","SINGAPORE AIRLINES LTD","Industrials","Equity","11,212,493.21","0.01","11,212,493.21","2,188,055.00","5.12","Singapore","Singapore Exchange","SGD"
"TFII","TFI INTERNATIONAL INC","Industrials","Equity","11,186,401.92","0.01","11,186,401.92","118,200.00","94.64","Canada","Toronto Stock Exchange","CAD"
"SNAP","SNAP INC CLASS A","Communication","Equity","11,144,940.24","0.01","11,144,940.24","1,560,916.00","7.14","United States","New York Stock Exchange Inc.","USD"
"8593","MITSUBISHI HC CAPITAL INC","Financials","Equity","11,135,297.23","0.01","11,135,297.23","1,358,700.00","8.20","Japan","Tokyo Stock Exchange","JPY"
"7259","AISIN CORP","Consumer Discretionary","Equity","11,120,120.66","0.01","11,120,120.66","667,094.00","16.67","Japan","Tokyo Stock Exchange","JPY"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Consumer Discretionary","Equity","11,104,248.99","0.01","11,104,248.99","260,409.00","42.64","Germany","Xetra","EUR"
"KEY","KEYERA CORP","Energy","Equity","11,102,698.01","0.01","11,102,698.01","344,974.00","32.18","Canada","Toronto Stock Exchange","CAD"
"A17U","CAPITALAND ASCENDAS REIT","Real Estate","Equity","11,067,738.64","0.01","11,067,738.64","5,149,105.00","2.15","Singapore","Singapore Exchange","SGD"
"7309","SHIMANO INC","Consumer Discretionary","Equity","11,057,119.33","0.01","11,057,119.33","98,395.00","112.37","Japan","Tokyo Stock Exchange","JPY"
"RXL","REXEL SA","Industrials","Equity","10,978,315.03","0.01","10,978,315.03","338,166.00","32.46","France","Nyse Euronext - Euronext Paris","EUR"
"JMT","JERONIMO MARTINS SA","Consumer Staples","Equity","10,931,175.10","0.01","10,931,175.10","437,381.00","24.99","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"EMSN","EMS-CHEMIE HOLDING AG","Materials","Equity","10,807,551.56","0.01","10,807,551.56","14,164.00","763.03","Switzerland","SIX Swiss Exchange","CHF"
"4151","KYOWA KIRIN LTD","Health Care","Equity","10,773,972.23","0.01","10,773,972.23","609,112.00","17.69","Japan","Tokyo Stock Exchange","JPY"
"BCP","BANCO COMERCIAL PORTUGUES SA","Financials","Equity","10,768,208.00","0.01","10,768,208.00","12,629,889.00","0.85","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"4911","SHISEIDO LTD","Consumer Staples","Equity","10,741,456.46","0.01","10,741,456.46","659,145.00","16.30","Japan","Tokyo Stock Exchange","JPY"
"LUN","LUNDIN MINING CORP","Materials","Equity","10,702,652.93","0.01","10,702,652.93","926,059.00","11.56","Canada","Toronto Stock Exchange","CAD"
"KBX","KNORR BREMSE AG","Industrials","Equity","10,704,685.18","0.01","10,704,685.18","101,842.00","105.11","Germany","Xetra","EUR"
"ORNBV","ORION CLASS B","Health Care","Equity","10,693,764.79","0.01","10,693,764.79","135,274.00","79.05","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"7701","SHIMADZU CORP","Information Technology","Equity","10,696,944.14","0.01","10,696,944.14","431,851.00","24.77","Japan","Tokyo Stock Exchange","JPY"
"EDEN","EDENRED","Financials","Equity","10,679,484.96","0.01","10,679,484.96","372,196.00","28.69","France","Nyse Euronext - Euronext Paris","EUR"
"ELISA","ELISA","Communication","Equity","10,663,017.40","0.01","10,663,017.40","199,403.00","53.47","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"7186","CONCORDIA FINANCIAL GROUP LTD","Financials","Equity","10,668,803.26","0.01","10,668,803.26","1,402,900.00","7.60","Japan","Tokyo Stock Exchange","JPY"
"66","MTR CORPORATION CORP LTD","Industrials","Equity","10,647,123.94","0.01","10,647,123.94","3,149,000.00","3.38","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ORK","ORKLA","Consumer Staples","Equity","10,579,363.11","0.01","10,579,363.11","940,414.00","11.25","Norway","Oslo Bors Asa","NOK"
"LHA","DEUTSCHE LUFTHANSA AG","Industrials","Equity","10,562,234.44","0.01","10,562,234.44","1,137,861.00","9.28","Germany","Xetra","EUR"
"HAG","HENSOLDT AG","Industrials","Equity","10,461,471.12","0.01","10,461,471.12","96,517.00","108.39","Germany","Xetra","EUR"
"6479","MINEBEA MITSUMI INC","Industrials","Equity","10,466,235.78","0.01","10,466,235.78","615,950.00","16.99","Japan","Tokyo Stock Exchange","JPY"
"9602","TOHO (TOKYO) LTD","Communication","Equity","10,431,717.54","0.01","10,431,717.54","161,600.00","64.55","Japan","Tokyo Stock Exchange","JPY"
"T","TELUS CORP","Communication","Equity","10,422,979.13","0.01","10,422,979.13","632,975.00","16.47","Canada","Toronto Stock Exchange","CAD"
"6504","FUJI ELECTRIC LTD","Industrials","Equity","10,391,835.68","0.01","10,391,835.68","162,400.00","63.99","Japan","Tokyo Stock Exchange","JPY"
"2269","MEIJI HOLDINGS LTD","Consumer Staples","Equity","10,294,204.04","0.01","10,294,204.04","488,900.00","21.06","Japan","Tokyo Stock Exchange","JPY"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","10,292,069.52","0.01","10,292,069.52","71,334.00","144.28","United States","New York Stock Exchange Inc.","USD"
"2413","M3 INC","Health Care","Equity","10,215,888.64","0.01","10,215,888.64","667,500.00","15.30","Japan","Tokyo Stock Exchange","JPY"
"WIX","WIX.COM LTD","Information Technology","Equity","10,164,672.92","0.01","10,164,672.92","72,049.00","141.08","Israel","NASDAQ","USD"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","10,133,505.35","0.01","10,133,505.35","1,387,000.00","7.31","Japan","Tokyo Stock Exchange","JPY"
"2801","KIKKOMAN CORP","Consumer Staples","Equity","10,120,258.70","0.01","10,120,258.70","1,161,700.00","8.71","Japan","Tokyo Stock Exchange","JPY"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","10,097,161.44","0.01","10,097,161.44","396,901.00","25.44","United States","New York Stock Exchange Inc.","USD"
"LUG","LUNDIN GOLD INC","Materials","Equity","10,099,419.05","0.01","10,099,419.05","164,425.00","61.42","Canada","Toronto Stock Exchange","CAD"
"7272","YAMAHA MOTOR LTD","Consumer Discretionary","Equity","10,081,037.51","0.01","10,081,037.51","1,364,600.00","7.39","Japan","Tokyo Stock Exchange","JPY"
"BTRW","BARRATT REDROW PLC","Consumer Discretionary","Equity","10,087,598.12","0.01","10,087,598.12","2,070,355.00","4.87","United Kingdom","London Stock Exchange","GBP"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industrials","Equity","10,056,822.05","0.01","10,056,822.05","1,886,453.00","5.33","Spain","Bolsa De Madrid","EUR"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","10,057,073.43","0.01","10,057,073.43","1,484,570.00","6.77","Japan","Tokyo Stock Exchange","JPY"
