Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"TRP","TC ENERGY CORP","Energy","Equity","76,687,760.86","0.06","76,687,760.86","1,474,245.00","52.02","Canada","Toronto Stock Exchange","CAD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","76,297,781.82","0.06","76,297,781.82","330,551.00","230.82","United States","NASDAQ","USD"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","76,054,658.44","0.06","76,054,658.44","448,753.00","169.48","United States","New York Stock Exchange Inc.","USD"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","75,928,880.28","0.06","75,928,880.28","324,524.00","233.97","United States","New York Stock Exchange Inc.","USD"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","75,708,917.34","0.06","75,708,917.34","272,707.00","277.62","United States","New York Stock Exchange Inc.","USD"
"D","DOMINION ENERGY INC","Utilities","Equity","74,813,003.50","0.06","74,813,003.50","1,248,965.00","59.90","United States","New York Stock Exchange Inc.","USD"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","74,619,620.88","0.06","74,619,620.88","460,274.00","162.12","United States","New York Stock Exchange Inc.","USD"
"VLO","VALERO ENERGY CORP","Energy","Equity","74,576,106.00","0.06","74,576,106.00","490,600.00","152.01","United States","New York Stock Exchange Inc.","USD"
"VOLV B","VOLVO CLASS B","Industrials","Equity","74,048,451.23","0.06","74,048,451.23","2,407,627.00","30.76","Sweden","Nasdaq Omx Nordic","SEK"
"RKT","RECKITT BENCKISER GROUP PLC","Consumer Staples","Equity","74,018,905.59","0.06","74,018,905.59","989,647.00","74.79","United Kingdom","London Stock Exchange","GBP"
"BAS","BASF N","Materials","Equity","74,025,872.73","0.06","74,025,872.73","1,394,701.00","53.08","Germany","Xetra","EUR"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","73,766,095.28","0.06","73,766,095.28","143,288.00","514.81","United States","New York Stock Exchange Inc.","USD"
"MBG","MERCEDES-BENZ GROUP N AG","Consumer Discretionary","Equity","73,064,386.88","0.06","73,064,386.88","1,160,902.00","62.94","Germany","Xetra","EUR"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Industrials","Equity","72,971,468.02","0.06","72,971,468.02","670,406.00","108.85","France","Nyse Euronext - Euronext Paris","EUR"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","72,778,566.64","0.06","72,778,566.64","494,554.00","147.16","United States","NASDAQ","USD"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","71,938,355.56","0.06","71,938,355.56","884,633.00","81.32","United States","New York Stock Exchange Inc.","USD"
"WCN","WASTE CONNECTIONS INC","Industrials","Equity","71,553,442.13","0.06","71,553,442.13","387,173.00","184.81","United States","New York Stock Exchange Inc.","USD"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","71,524,051.05","0.06","71,524,051.05","309,427.00","231.15","United States","New York Stock Exchange Inc.","USD"
"OKE","ONEOK INC","Energy","Equity","71,246,347.44","0.06","71,246,347.44","932,788.00","76.38","United States","New York Stock Exchange Inc.","USD"
"MET","METLIFE INC","Financials","Equity","71,016,215.04","0.06","71,016,215.04","872,864.00","81.36","United States","New York Stock Exchange Inc.","USD"
"4502","TAKEDA PHARMACEUTICAL LTD","Health Care","Equity","70,890,887.49","0.06","70,890,887.49","2,336,195.00","30.34","Japan","Tokyo Stock Exchange","JPY"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","70,436,458.62","0.06","70,436,458.62","5,984,406.00","11.77","United States","New York Stock Exchange Inc.","USD"
"GWW","WW GRAINGER INC","Industrials","Equity","70,321,697.50","0.06","70,321,697.50","69,385.00","1,013.50","United States","New York Stock Exchange Inc.","USD"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","70,255,305.30","0.06","70,255,305.30","550,806.00","127.55","United States","New York Stock Exchange Inc.","USD"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","70,161,118.44","0.06","70,161,118.44","862,566.00","81.34","United States","New York Stock Exchange Inc.","USD"
"7741","HOYA CORP","Health Care","Equity","70,090,851.09","0.06","70,090,851.09","535,823.00","130.81","Japan","Tokyo Stock Exchange","JPY"
"DHL","DEUTSCHE POST AG","Industrials","Equity","70,098,747.96","0.06","70,098,747.96","1,523,794.00","46.00","Germany","Xetra","EUR"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","70,023,609.92","0.06","70,023,609.92","188,276.00","371.92","United States","New York Stock Exchange Inc.","USD"
"EXPN","EXPERIAN PLC","Industrials","Equity","69,460,297.44","0.06","69,460,297.44","1,341,290.00","51.79","United Kingdom","London Stock Exchange","GBP"
"WPM","WHEATON PRECIOUS METALS CORP","Materials","Equity","68,960,401.25","0.06","68,960,401.25","687,454.00","100.31","Canada","Toronto Stock Exchange","CAD"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","68,392,014.40","0.06","68,392,014.40","232,160.00","294.59","United States","New York Stock Exchange Inc.","USD"
"7267","HONDA MOTOR LTD","Consumer Discretionary","Equity","68,183,933.80","0.06","68,183,933.80","6,016,650.00","11.33","Japan","Tokyo Stock Exchange","JPY"
"DSV","DSV","Industrials","Equity","68,043,892.67","0.06","68,043,892.67","305,168.00","222.97","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"GMG","GOODMAN GROUP UNITS","Real Estate","Equity","67,912,453.54","0.06","67,912,453.54","3,047,809.00","22.28","Australia","Asx - All Markets","AUD"
"CPRT","COPART INC","Industrials","Equity","67,896,174.30","0.06","67,896,174.30","1,391,030.00","48.81","United States","NASDAQ","USD"
"ARGX","ARGENX","Health Care","Equity","67,857,760.49","0.06","67,857,760.49","95,644.00","709.48","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"PAYX","PAYCHEX INC","Industrials","Equity","67,773,038.18","0.06","67,773,038.18","485,985.00","139.46","United States","NASDAQ","USD"
"HLN","HALEON PLC","Health Care","Equity","67,752,191.20","0.06","67,752,191.20","13,862,895.00","4.89","United Kingdom","London Stock Exchange","GBP"
"ATCO A","ATLAS COPCO CLASS A","Industrials","Equity","67,632,157.40","0.06","67,632,157.40","4,142,431.00","16.33","Sweden","Nasdaq Omx Nordic","SEK"
"ABX","BARRICK MINING CORP","Materials","Equity","67,615,585.82","0.06","67,615,585.82","2,537,938.00","26.64","Canada","Toronto Stock Exchange","CAD"
"6503","MITSUBISHI ELECTRIC CORP","Industrials","Equity","67,364,631.91","0.06","67,364,631.91","2,822,511.00","23.87","Japan","Tokyo Stock Exchange","JPY"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","67,343,572.91","0.06","67,343,572.91","1,079,051.00","62.41","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","67,199,581.80","0.06","67,199,581.80","1,480,167.00","45.40","United States","NASDAQ","USD"
"MSCI","MSCI INC","Financials","Equity","66,268,820.16","0.06","66,268,820.16","116,728.00","567.72","United States","New York Stock Exchange Inc.","USD"
"XYZ","BLOCK INC CLASS A","Financials","Equity","66,154,877.36","0.06","66,154,877.36","830,674.00","79.64","United States","New York Stock Exchange Inc.","USD"
"TGT","TARGET CORP","Consumer Staples","Equity","66,048,732.98","0.06","66,048,732.98","688,151.00","95.98","United States","New York Stock Exchange Inc.","USD"
"4568","DAIICHI SANKYO LTD","Health Care","Equity","66,015,037.28","0.06","66,015,037.28","2,727,171.00","24.21","Japan","Tokyo Stock Exchange","JPY"
"9434","SOFTBANK CORP","Communication","Equity","65,945,393.31","0.06","65,945,393.31","42,337,000.00","1.56","Japan","Tokyo Stock Exchange","JPY"
"CCI","CROWN CASTLE INC","Real Estate","Equity","65,646,046.70","0.06","65,646,046.70","662,155.00","99.14","United States","New York Stock Exchange Inc.","USD"
"GLE","SOCIETE GENERALE SA","Financials","Equity","65,551,591.40","0.06","65,551,591.40","1,052,105.00","62.31","France","Nyse Euronext - Euronext Paris","EUR"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Equity","65,543,576.38","0.06","65,543,576.38","5,024,551.00","13.04","Singapore","Singapore Exchange","SGD"
"XEL","XCEL ENERGY INC","Utilities","Equity","65,435,927.04","0.05","65,435,927.04","903,936.00","72.39","United States","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","64,650,855.36","0.05","64,650,855.36","1,480,102.00","43.68","United States","NASDAQ","USD"
"KR","KROGER","Consumer Staples","Equity","64,550,845.44","0.05","64,550,845.44","951,516.00","67.84","United States","New York Stock Exchange Inc.","USD"
"AME","AMETEK INC","Industrials","Equity","64,102,684.80","0.05","64,102,684.80","346,876.00","184.80","United States","New York Stock Exchange Inc.","USD"
"HOLN","HOLCIM LTD AG","Materials","Equity","63,786,415.40","0.05","63,786,415.40","765,839.00","83.29","Switzerland","SIX Swiss Exchange","CHF"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","63,593,185.04","0.05","63,593,185.04","492,436.00","129.14","United States","NASDAQ","USD"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","63,506,433.60","0.05","63,506,433.60","235,908.00","269.20","United States","New York Stock Exchange Inc.","USD"
"EBAY","EBAY INC","Consumer Discretionary","Equity","63,465,056.20","0.05","63,465,056.20","700,420.00","90.61","United States","NASDAQ","USD"
"ADYEN","ADYEN NV","Financials","Equity","63,450,422.99","0.05","63,450,422.99","38,073.00","1,666.55","Netherlands","Euronext Amsterdam","EUR"
"6702","FUJITSU LTD","Information Technology","Equity","63,236,729.79","0.05","63,236,729.79","2,644,290.00","23.91","Japan","Tokyo Stock Exchange","JPY"
"ALC","ALCON AG","Health Care","Equity","62,599,013.65","0.05","62,599,013.65","782,341.00","80.01","Switzerland","SIX Swiss Exchange","CHF"
"EA","ELECTRONIC ARTS INC","Communication","Equity","62,362,997.95","0.05","62,362,997.95","362,681.00","171.95","United States","NASDAQ","USD"
"CABK","CAIXABANK SA","Financials","Equity","62,147,908.37","0.05","62,147,908.37","6,206,516.00","10.01","Spain","Bolsa De Madrid","EUR"
"NA","NATIONAL BANK OF CANADA","Financials","Equity","61,972,848.18","0.05","61,972,848.18","590,236.00","105.00","Canada","Toronto Stock Exchange","CAD"
"SYY","SYSCO CORP","Consumer Staples","Equity","61,942,828.61","0.05","61,942,828.61","769,763.00","80.47","United States","New York Stock Exchange Inc.","USD"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","61,928,379.01","0.05","61,928,379.01","752,197.00","82.33","United States","New York Stock Exchange Inc.","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","61,837,038.96","0.05","61,837,038.96","452,422.00","136.68","United States","NASDAQ","USD"
"EOAN","E.ON N","Utilities","Equity","61,756,643.98","0.05","61,756,643.98","3,501,436.00","17.64","Germany","Xetra","EUR"
"ENI","ENI","Energy","Equity","61,643,972.79","0.05","61,643,972.79","3,436,181.00","17.94","Italy","Borsa Italiana","EUR"
"NDAQ","NASDAQ INC","Financials","Equity","61,541,777.64","0.05","61,541,777.64","649,586.00","94.74","United States","NASDAQ","USD"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","61,036,852.27","0.05","61,036,852.27","461,317.00","132.31","United States","New York Stock Exchange Inc.","USD"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","60,973,590.87","0.05","60,973,590.87","414,871.00","146.97","United States","New York Stock Exchange Inc.","USD"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","60,889,550.54","0.05","60,889,550.54","251,797.00","241.82","United States","New York Stock Exchange Inc.","USD"
"RMD","RESMED INC","Health Care","Equity","60,663,964.90","0.05","60,663,964.90","220,990.00","274.51","United States","New York Stock Exchange Inc.","USD"
"GLEN","GLENCORE PLC","Materials","Equity","60,603,672.58","0.05","60,603,672.58","15,476,681.00","3.92","United Kingdom","London Stock Exchange","GBP"
"LR","LEGRAND SA","Industrials","Equity","60,496,700.01","0.05","60,496,700.01","396,742.00","152.48","France","Nyse Euronext - Euronext Paris","EUR"
"ETR","ENTERGY CORP","Utilities","Equity","60,421,635.72","0.05","60,421,635.72","685,908.00","88.09","United States","New York Stock Exchange Inc.","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","60,037,166.44","0.05","60,037,166.44","257,372.00","233.27","United States","NASDAQ","USD"
"TSCO","TESCO PLC","Consumer Staples","Equity","59,740,823.67","0.05","59,740,823.67","10,229,883.00","5.84","United Kingdom","London Stock Exchange","GBP"
"GIVN","GIVAUDAN SA","Materials","Equity","59,543,357.08","0.05","59,543,357.08","14,045.00","4,239.47","Switzerland","SIX Swiss Exchange","CHF"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","59,147,570.96","0.05","59,147,570.96","70,771.00","835.76","United States","NASDAQ","USD"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","59,101,212.13","0.05","59,101,212.13","172,091.00","343.43","United States","New York Stock Exchange Inc.","USD"
"KVUE","KENVUE INC","Consumer Staples","Equity","59,063,159.65","0.05","59,063,159.65","2,851,915.00","20.71","United States","New York Stock Exchange Inc.","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","59,059,332.52","0.05","59,059,332.52","2,030,228.00","29.09","United States","NASDAQ","USD"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","58,870,906.98","0.05","58,870,906.98","395,691.00","148.78","United States","New York Stock Exchange Inc.","USD"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Consumer Staples","Equity","58,690,421.31","0.05","58,690,421.31","1,474,360.00","39.81","Netherlands","Euronext Amsterdam","EUR"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","58,396,083.20","0.05","58,396,083.20","325,871.00","179.20","United States","New York Stock Exchange Inc.","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","58,276,150.12","0.05","58,276,150.12","217,351.00","268.12","United States","NASDAQ","USD"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","58,018,929.15","0.05","58,018,929.15","474,981.00","122.15","United States","New York Stock Exchange Inc.","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","57,994,610.40","0.05","57,994,610.40","94,086.00","616.40","United States","New York Stock Exchange Inc.","USD"
"2914","JAPAN TOBACCO INC","Consumer Staples","Equity","57,862,133.65","0.05","57,862,133.65","1,819,698.00","31.80","Japan","Tokyo Stock Exchange","JPY"
"ENGI","ENGIE SA","Utilities","Equity","57,663,900.85","0.05","57,663,900.85","2,795,174.00","20.63","France","Nyse Euronext - Euronext Paris","EUR"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","57,445,486.20","0.05","57,445,486.20","343,163.00","167.40","United States","NASDAQ","USD"
"ATD","ALIMENTATION COUCHE TARD INC","Consumer Staples","Equity","57,288,538.90","0.05","57,288,538.90","1,131,533.00","50.63","Canada","Toronto Stock Exchange","CAD"
"FNV","FRANCO NEVADA CORP","Materials","Equity","57,273,173.48","0.05","57,273,173.48","304,234.00","188.25","Canada","Toronto Stock Exchange","CAD"
"STAN","STANDARD CHARTERED PLC","Financials","Equity","57,043,766.35","0.05","57,043,766.35","3,057,391.00","18.66","United Kingdom","London Stock Exchange","GBP"
"PRU","PRUDENTIAL PLC","Financials","Equity","57,045,606.68","0.05","57,045,606.68","4,244,972.00","13.44","United Kingdom","London Stock Exchange","GBP"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","57,028,766.34","0.05","57,028,766.34","816,914.00","69.81","United States","New York Stock Exchange Inc.","USD"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","56,861,561.16","0.05","56,861,561.16","518,526.00","109.66","United States","New York Stock Exchange Inc.","USD"
"AMS","AMADEUS IT GROUP SA","Consumer Discretionary","Equity","56,800,674.33","0.05","56,800,674.33","704,531.00","80.62","Spain","Bolsa De Madrid","EUR"
"NUE","NUCOR CORP","Materials","Equity","56,712,385.03","0.05","56,712,385.03","381,311.00","148.73","United States","New York Stock Exchange Inc.","USD"
"6701","NEC CORP","Information Technology","Equity","56,429,666.95","0.05","56,429,666.95","1,882,800.00","29.97","Japan","Tokyo Stock Exchange","JPY"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","56,135,337.84","0.05","56,135,337.84","446,724.00","125.66","United States","New York Stock Exchange Inc.","USD"
"VMC","VULCAN MATERIALS","Materials","Equity","55,402,215.96","0.05","55,402,215.96","190,281.00","291.16","United States","New York Stock Exchange Inc.","USD"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","54,944,898.76","0.05","54,944,898.76","36,109.00","1,521.64","United States","New York Stock Exchange Inc.","USD"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","54,622,894.79","0.05","54,622,894.79","1,301,698.00","41.96","United Kingdom","London Stock Exchange","GBP"
"6367","DAIKIN INDUSTRIES LTD","Industrials","Equity","54,592,219.11","0.05","54,592,219.11","436,249.00","125.14","Japan","Tokyo Stock Exchange","JPY"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","54,456,512.04","0.05","54,456,512.04","1,707,636.00","31.89","United States","New York Stock Exchange Inc.","USD"
"DOL","DOLLARAMA INC","Consumer Discretionary","Equity","54,310,303.16","0.05","54,310,303.16","398,757.00","136.20","Canada","Toronto Stock Exchange","CAD"
"SIKA","SIKA AG","Materials","Equity","54,200,385.26","0.05","54,200,385.26","234,093.00","231.53","Switzerland","SIX Swiss Exchange","CHF"
"HUM","HUMANA INC","Health Care","Equity","54,136,504.80","0.05","54,136,504.80","178,280.00","303.66","United States","New York Stock Exchange Inc.","USD"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","54,111,381.36","0.05","54,111,381.36","604,664.00","89.49","United States","NASDAQ","USD"
"VICI","VICI PPTYS INC","Real Estate","Equity","53,817,417.72","0.05","53,817,417.72","1,593,174.00","33.78","United States","New York Stock Exchange Inc.","USD"
"STT","STATE STREET CORP","Financials","Equity","53,707,315.74","0.05","53,707,315.74","467,142.00","114.97","United States","New York Stock Exchange Inc.","USD"
"IFC","INTACT FINANCIAL CORP","Financials","Equity","53,258,082.23","0.04","53,258,082.23","266,242.00","200.04","Canada","Toronto Stock Exchange","CAD"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","52,829,960.40","0.04","52,829,960.40","1,109,640.00","47.61","United States","New York Stock Exchange Inc.","USD"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","52,760,020.61","0.04","52,760,020.61","537,107.00","98.23","United States","New York Stock Exchange Inc.","USD"
"U11","UNITED OVERSEAS BANK LTD","Financials","Equity","52,368,086.32","0.04","52,368,086.32","1,908,151.00","27.44","Singapore","Singapore Exchange","SGD"
"ASSA B","ASSA ABLOY B","Industrials","Equity","52,224,622.75","0.04","52,224,622.75","1,462,344.00","35.71","Sweden","Nasdaq Omx Nordic","SEK"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","52,182,586.80","0.04","52,182,586.80","311,055.00","167.76","United States","New York Stock Exchange Inc.","USD"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","52,085,787.32","0.04","52,085,787.32","272,972.00","190.81","United States","New York Stock Exchange Inc.","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","52,077,727.75","0.04","52,077,727.75","720,799.00","72.25","United States","NASDAQ","USD"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Equity","52,037,739.12","0.04","52,037,739.12","30,261.00","1,719.63","Canada","Toronto Stock Exchange","CAD"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","51,903,841.64","0.04","51,903,841.64","600,878.00","86.38","United States","New York Stock Exchange Inc.","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","51,590,630.00","0.04","51,590,630.00","793,702.00","65.00","United States","NASDAQ","USD"
"MTB","M&T BANK CORP","Financials","Equity","51,489,242.82","0.04","51,489,242.82","255,327.00","201.66","United States","New York Stock Exchange Inc.","USD"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","51,332,715.84","0.04","51,332,715.84","667,352.00","76.92","United States","New York Stock Exchange Inc.","USD"
"G","ASSICURAZIONI GENERALI","Financials","Equity","51,306,239.56","0.04","51,306,239.56","1,307,324.00","39.25","Italy","Borsa Italiana","EUR"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","51,095,803.50","0.04","51,095,803.50","264,061.00","193.50","United States","New York Stock Exchange Inc.","USD"
"CCO","CAMECO CORP","Energy","Equity","50,829,376.27","0.04","50,829,376.27","657,806.00","77.27","Canada","Toronto Stock Exchange","CAD"
"PCG","PG&E CORP","Utilities","Equity","50,736,491.28","0.04","50,736,491.28","3,320,451.00","15.28","United States","New York Stock Exchange Inc.","USD"
"ADS","ADIDAS N AG","Consumer Discretionary","Equity","49,904,305.98","0.04","49,904,305.98","256,695.00","194.41","Germany","Xetra","EUR"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","49,678,822.80","0.04","49,678,822.80","542,760.00","91.53","United States","NASDAQ","USD"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Financials","Equity","49,627,250.21","0.04","49,627,250.21","2,111,775.00","23.50","Japan","Tokyo Stock Exchange","JPY"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","49,371,858.42","0.04","49,371,858.42","463,542.00","106.51","United States","New York Stock Exchange Inc.","USD"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","49,233,975.12","0.04","49,233,975.12","785,983.00","62.64","United States","New York Stock Exchange Inc.","USD"
"XYL","XYLEM INC","Industrials","Equity","49,193,657.16","0.04","49,193,657.16","347,511.00","141.56","United States","New York Stock Exchange Inc.","USD"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","49,196,273.76","0.04","49,196,273.76","150,544.00","326.79","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","48,790,163.93","0.04","48,790,163.93","661,741.00","73.73","United States","NASDAQ","USD"
"ORA","ORANGE SA","Communication","Equity","48,742,444.95","0.04","48,742,444.95","2,996,350.00","16.27","France","Nyse Euronext - Euronext Paris","EUR"
"AAL","ANGLO AMERICAN PLC","Materials","Equity","48,628,193.81","0.04","48,628,193.81","1,585,216.00","30.68","United Kingdom","London Stock Exchange","GBP"
"BMW","BMW AG","Consumer Discretionary","Equity","48,612,242.98","0.04","48,612,242.98","458,552.00","106.01","Germany","Xetra","EUR"
"9432","NTT INC","Communication","Equity","48,574,204.72","0.04","48,574,204.72","45,277,000.00","1.07","Japan","Tokyo Stock Exchange","JPY"
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","Equity","48,392,707.82","0.04","48,392,707.82","2,824,244.00","17.13","Australia","Asx - All Markets","AUD"
"UCB","UCB SA","Health Care","Equity","48,199,750.09","0.04","48,199,750.09","206,606.00","233.29","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"SLF","SUN LIFE FINANCIAL INC","Financials","Equity","48,131,883.31","0.04","48,131,883.31","824,938.00","58.35","Canada","Toronto Stock Exchange","CAD"
"RJF","RAYMOND JAMES INC","Financials","Equity","48,018,618.24","0.04","48,018,618.24","283,396.00","169.44","United States","New York Stock Exchange Inc.","USD"
"HEI","HEIDELBERG MATERIALS AG","Materials","Equity","47,879,803.38","0.04","47,879,803.38","201,890.00","237.16","Germany","Xetra","EUR"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Equity","47,705,493.06","0.04","47,705,493.06","34,810.00","1,370.45","Switzerland","SIX Swiss Exchange","CHF"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Equity","47,535,699.20","0.04","47,535,699.20","5,687,100.00","8.36","Japan","Tokyo Stock Exchange","JPY"
"8053","SUMITOMO CORP","Industrials","Equity","47,385,350.77","0.04","47,385,350.77","1,694,265.00","27.97","Japan","Tokyo Stock Exchange","JPY"
"8002","MARUBENI CORP","Industrials","Equity","47,239,642.19","0.04","47,239,642.19","2,063,232.00","22.90","Japan","Tokyo Stock Exchange","JPY"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","47,228,918.75","0.04","47,228,918.75","1,031,875.00","45.77","United States","NASDAQ","USD"
"UMG","UNIVERSAL MUSIC GROUP NV","Communication","Equity","46,995,112.41","0.04","46,995,112.41","1,666,417.00","28.20","Netherlands","Euronext Amsterdam","EUR"
"NRG","NRG ENERGY INC","Utilities","Equity","46,874,104.56","0.04","46,874,104.56","322,026.00","145.56","United States","New York Stock Exchange Inc.","USD"
"IR","INGERSOLL RAND INC","Industrials","Equity","46,818,186.61","0.04","46,818,186.61","589,427.00","79.43","United States","New York Stock Exchange Inc.","USD"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","46,749,540.80","0.04","46,749,540.80","756,955.00","61.76","United States","NASDAQ","USD"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","46,732,532.16","0.04","46,732,532.16","128,217.00","364.48","United States","NASDAQ","USD"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","46,663,768.41","0.04","46,663,768.41","2,067,513.00","22.57","United States","New York Stock Exchange Inc.","USD"
"4519","CHUGAI PHARMACEUTICAL LTD","Health Care","Equity","46,515,457.48","0.04","46,515,457.48","1,050,700.00","44.27","Japan","Tokyo Stock Exchange","JPY"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","46,266,549.42","0.04","46,266,549.42","347,503.00","133.14","United States","New York Stock Exchange Inc.","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","45,825,240.98","0.04","45,825,240.98","258,313.00","177.40","Canada","Toronto Stock Exchange","CAD"
"BAYN","BAYER AG","Health Care","Equity","45,818,008.85","0.04","45,818,008.85","1,404,244.00","32.63","Germany","Xetra","EUR"
"SLHN","SWISS LIFE HOLDING AG","Financials","Equity","45,808,463.94","0.04","45,808,463.94","42,817.00","1,069.87","Switzerland","SIX Swiss Exchange","CHF"
"AHT","ASHTEAD GROUP PLC","Industrials","Equity","45,756,557.58","0.04","45,756,557.58","624,213.00","73.30","United Kingdom","London Stock Exchange","GBP"
"CBK","COMMERZBANK AG","Financials","Equity","45,736,918.33","0.04","45,736,918.33","1,169,952.00","39.09","Germany","Xetra","EUR"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrials","Equity","45,566,610.06","0.04","45,566,610.06","4,743,193.00","9.61","Australia","Asx - All Markets","AUD"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","45,456,576.66","0.04","45,456,576.66","595,449.00","76.34","United States","New York Stock Exchange Inc.","USD"
"EFX","EQUIFAX INC","Industrials","Equity","45,261,812.10","0.04","45,261,812.10","183,767.00","246.30","United States","New York Stock Exchange Inc.","USD"
"6301","KOMATSU LTD","Industrials","Equity","44,965,104.56","0.04","44,965,104.56","1,331,638.00","33.77","Japan","Tokyo Stock Exchange","JPY"
"FER","FERROVIAL","Industrials","Equity","44,954,247.03","0.04","44,954,247.03","820,186.00","54.81","Spain","Bolsa De Madrid","EUR"
"3382","SEVEN & I HOLDINGS LTD","Consumer Staples","Equity","44,880,425.48","0.04","44,880,425.48","3,425,636.00","13.10","Japan","Tokyo Stock Exchange","JPY"
"8630","SOMPO HOLDINGS INC","Financials","Equity","44,466,014.60","0.04","44,466,014.60","1,384,510.00","32.12","Japan","Tokyo Stock Exchange","JPY"
"8801","MITSUI FUDOSAN LTD","Real Estate","Equity","44,397,406.42","0.04","44,397,406.42","4,166,058.00","10.66","Japan","Tokyo Stock Exchange","JPY"
"EBS","ERSTE GROUP BANK AG","Financials","Equity","44,168,239.83","0.04","44,168,239.83","461,893.00","95.62","Austria","Wiener Boerse Ag","EUR"
