Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"000728","GUOYUAN SECURITIES LTD A","Financials","Equity","899,856.47","0.00","899,856.47","702,400.00","1.28","China","Shenzhen Stock Exchange","CNY"
"BRSAN.E","BORUSAN MANNESMANN BORU SANAYI VE","Materials","Equity","902,222.42","0.00","902,222.42","76,366.00","11.81","Turkey","Istanbul Stock Exchange","TRY"
"002202","GOLDWIND SCIENCE&TECHNOLOGY LTD A","Industrials","Equity","902,286.73","0.00","902,286.73","571,694.00","1.58","China","Shenzhen Stock Exchange","CNY"
"195940","HK INNO.N CORP","Health Care","Equity","898,263.08","0.00","898,263.08","26,576.00","33.80","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"323","MAANSHAN IRON AND STEEL LTD H","Materials","Equity","898,765.43","0.00","898,765.43","2,860,000.00","0.31","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3868","XINYI ENERGY HOLDINGS LTD","Utilities","Equity","894,383.84","0.00","894,383.84","5,534,000.00","0.16","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ABCB4","BANCO ABC BRASIL PREF SA","Financials","Equity","896,320.04","0.00","896,320.04","218,590.00","4.10","Brazil","XBSP","BRL"
"THOMASCOOK","THOMAS COOK INDIA LTD","Consumer Discretionary","Equity","891,171.14","0.00","891,171.14","443,230.00","2.01","India","National Stock Exchange Of India","INR"
"ABUK","ABU QIR FERTILIZERS AND CHEMICAL I","Materials","Equity","891,694.95","0.00","891,694.95","822,844.00","1.08","Egypt","Egyptian Exchange","EGP"
"002223","JIANGSU YUYUE MEDICAL EQUIPMENT &","Health Care","Equity","892,813.41","0.00","892,813.41","167,800.00","5.32","China","Shenzhen Stock Exchange","CNY"
"7204","PERFECT PRESENTATION FOR COMMERCIA","Information Technology","Equity","892,816.85","0.00","892,816.85","332,050.00","2.69","Saudi Arabia","Saudi Stock Exchange","SAR"
"047920","HLB PHARMACEUTICAL LTD","Health Care","Equity","893,192.50","0.00","893,192.50","90,521.00","9.87","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"2283","FIRST MILLING CO","Consumer Staples","Equity","888,658.37","0.00","888,658.37","65,452.00","13.58","Saudi Arabia","Saudi Stock Exchange","SAR"
"1442","ADVANCETEK ENTERPRISE LTD","Real Estate","Equity","890,704.28","0.00","890,704.28","537,000.00","1.66","Taiwan","Taiwan Stock Exchange","TWD"
"GMDCLTD","GUJARAT MINERAL DEVELOPMENT CORPOR","Energy","Equity","885,849.25","0.00","885,849.25","181,115.00","4.89","India","National Stock Exchange Of India","INR"
"1234","CHINA LILANG LTD","Consumer Discretionary","Equity","886,076.62","0.00","886,076.62","1,813,143.00","0.49","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2211","EVERGREEN STEEL CORP","Materials","Equity","887,109.41","0.00","887,109.41","307,000.00","2.89","Taiwan","Taiwan Stock Exchange","TWD"
"BANCOINDIA","BANCO PRODUCTS INDIA LTD","Consumer Discretionary","Equity","887,772.01","0.00","887,772.01","132,559.00","6.70","India","National Stock Exchange Of India","INR"
"3545","FOCALTECH SYSTEMS LTD","Information Technology","Equity","887,925.69","0.00","887,925.69","397,000.00","2.24","Taiwan","Taiwan Stock Exchange","TWD"
"600642","SHENERGY LTD A","Utilities","Equity","883,608.43","0.00","883,608.43","780,200.00","1.13","China","Shanghai Stock Exchange","CNY"
"EPIGRAL","EPIGRAL LTD","Materials","Equity","880,252.38","0.00","880,252.38","42,935.00","20.50","India","National Stock Exchange Of India","INR"
"601577","BANK OF CHANGSHA LTD A","Financials","Equity","880,338.36","0.00","880,338.36","652,200.00","1.35","China","Shanghai Stock Exchange","CNY"
"TTKPRESTIG","TTK PRESTIGE LTD","Consumer Discretionary","Equity","881,328.58","0.00","881,328.58","115,290.00","7.64","India","National Stock Exchange Of India","INR"
"002085","ZHEJIANG WANFENG AUTO WHEEL LTD A","Consumer Discretionary","Equity","881,440.06","0.00","881,440.06","332,200.00","2.65","China","Shenzhen Stock Exchange","CNY"
"009240","HANSSEM LTD","Consumer Discretionary","Equity","877,735.20","0.00","877,735.20","29,122.00","30.14","Korea (South)","Korea Exchange (Stock Market)","KRW"
"TTML","TATA TELESERVICES MAHARASHTRA LTD","Communication","Equity","878,943.40","0.00","878,943.40","1,385,345.00","0.63","India","National Stock Exchange Of India","INR"
"8030","MEDITERRANEAN AND GULF COOPERATIVE","Financials","Equity","879,523.64","0.00","879,523.64","205,255.00","4.29","Saudi Arabia","Saudi Stock Exchange","SAR"
"6550","POLARIS GROUP","Health Care","Equity","875,281.46","0.00","875,281.46","713,908.00","1.23","Taiwan","Taiwan Stock Exchange","TWD"
"2867","MASSMUTUAL MERCURIES LIFE INSURANC","Financials","Equity","872,658.70","0.00","872,658.70","4,374,291.00","0.20","Taiwan","Taiwan Stock Exchange","TWD"
"DODLA","DODLA DAIRY LTD","Consumer Staples","Equity","872,894.52","0.00","872,894.52","56,095.00","15.56","India","National Stock Exchange Of India","INR"
"6412","CHICONY POWER TECHNOLOGY LTD","Industrials","Equity","867,665.79","0.00","867,665.79","258,000.00","3.36","Taiwan","Taiwan Stock Exchange","TWD"
"688728","GALAXYCORE INC A","Information Technology","Equity","868,023.07","0.00","868,023.07","359,421.00","2.42","China","Shanghai Stock Exchange","CNY"
"SIMH3","SIMPAR SA","Industrials","Equity","862,561.53","0.00","862,561.53","904,252.00","0.95","Brazil","XBSP","BRL"
"BALUFORGE","BALU FORGE INDUSTRIES LTD","Industrials","Equity","863,150.82","0.00","863,150.82","120,910.00","7.14","India","National Stock Exchange Of India","INR"
"ULKER.E","ULKER BISKUVI SANAYI A","Consumer Staples","Equity","856,894.56","0.00","856,894.56","307,427.00","2.79","Turkey","Istanbul Stock Exchange","TRY"
"SHRIPISTON","SHRIRAM PISTONS & RINGS LTD","Consumer Discretionary","Equity","857,269.29","0.00","857,269.29","29,498.00","29.06","India","National Stock Exchange Of India","INR"
"121600","ADVANCED NANO PRODUCT LTD","Materials","Equity","858,799.57","0.00","858,799.57","22,926.00","37.46","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"000661","CHANGCHUN HIGH & NEW TECHNOLOGY IN","Health Care","Equity","859,650.46","0.00","859,650.46","54,098.00","15.89","China","Shenzhen Stock Exchange","CNY"
"002129","TCL ZHONGHUAN RENEWABLE ENERGY TEC","Information Technology","Equity","854,316.21","0.00","854,316.21","729,071.00","1.17","China","Shenzhen Stock Exchange","CNY"
"2897","O-BANK LTD","Financials","Equity","854,620.43","0.00","854,620.43","2,918,000.00","0.29","Taiwan","Taiwan Stock Exchange","TWD"
"GANECOS","GANESHA ECOSPHERE LTD","Consumer Discretionary","Equity","855,484.16","0.00","855,484.16","55,818.00","15.33","India","National Stock Exchange Of India","INR"
"KNRCON","KNR CONSTRUCTIONS LTD","Industrials","Equity","856,596.26","0.00","856,596.26","389,910.00","2.20","India","National Stock Exchange Of India","INR"
"934","SINOPEC KANTONS HOLDINGS LTD","Energy","Equity","851,316.98","0.00","851,316.98","1,558,000.00","0.55","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6993","BLUE MOON GROUP HOLDINGS LTD","Consumer Staples","Equity","851,480.52","0.00","851,480.52","1,993,500.00","0.43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"002152","GRG BANKING EQUIPMENT LTD A","Information Technology","Equity","851,483.80","0.00","851,483.80","405,800.00","2.10","China","Shenzhen Stock Exchange","CNY"
"2530","DELPHA CONSTRUCTION LTD","Real Estate","Equity","851,601.53","0.00","851,601.53","828,000.00","1.03","Taiwan","Taiwan Stock Exchange","TWD"
"GARFIBRES","GARWARE TECHNICAL FIBRES LTD","Consumer Discretionary","Equity","851,988.04","0.00","851,988.04","98,327.00","8.66","India","National Stock Exchange Of India","INR"
"ABFRL","ADITYA BIRLA FASHION AND RETAIL LT","Consumer Discretionary","Equity","852,171.74","0.00","852,171.74","901,771.00","0.94","India","National Stock Exchange Of India","INR"
"002185","TIANSHUI HUATIAN TECHNOLOGY LTD A","Information Technology","Equity","853,169.15","0.00","853,169.15","511,500.00","1.67","China","Shenzhen Stock Exchange","CNY"
"600079","HUMANWELL HEALTHCARE (GROUP) LTD A","Health Care","Equity","853,469.21","0.00","853,469.21","297,314.00","2.87","China","Shanghai Stock Exchange","CNY"
"NRE","NATIONAL REAL ESTATE","Real Estate","Equity","849,105.64","0.00","849,105.64","3,148,595.00","0.27","Kuwait","Kuwait Stock Exchange","KWD"
"NUHCM.E","NUH CIMENTO SANAYI A","Materials","Equity","849,169.83","0.00","849,169.83","148,885.00","5.70","Turkey","Istanbul Stock Exchange","TRY"
"600109","SINOLINK SECURITIES LTD A","Financials","Equity","851,087.13","0.00","851,087.13","586,100.00","1.45","China","Shanghai Stock Exchange","CNY"
"300782","MAXSCEND MICROELECTRONICS LTD A","Information Technology","Equity","845,790.80","0.00","845,790.80","72,544.00","11.66","China","Shenzhen Stock Exchange","CNY"
"CERA","CERA SANITARYWARE LTD","Industrials","Equity","846,523.29","0.00","846,523.29","11,876.00","71.28","India","National Stock Exchange Of India","INR"
"603939","YIFENG PHARMACY CHAIN LTD A","Consumer Staples","Equity","847,811.91","0.00","847,811.91","257,279.00","3.30","China","Shanghai Stock Exchange","CNY"
"EAT","AMREST HOLDINGS","Consumer Discretionary","Equity","843,620.43","0.00","843,620.43","209,196.00","4.03","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"SURYAROSNI","SURYA ROSHNI LTD","Materials","Equity","843,958.63","0.00","843,958.63","261,416.00","3.23","India","National Stock Exchange Of India","INR"
"GMMPFAUDLR","GMM PFAUDLER LTD","Industrials","Equity","844,528.10","0.00","844,528.10","63,535.00","13.29","India","National Stock Exchange Of India","INR"
"GRND3","GRENDENE SA","Consumer Discretionary","Equity","844,682.14","0.00","844,682.14","851,072.00","0.99","Brazil","XBSP","BRL"
"GENIL.E","GEN ILAC VE SAGLIK URUNLERI SANAYI","Health Care","Equity","844,824.72","0.00","844,824.72","201,947.00","4.18","Turkey","Istanbul Stock Exchange","TRY"
"BTCIM.E","BATICIM BATI ANADOLU CIMENTO SANAY","Materials","Equity","839,690.04","0.00","839,690.04","8,588,003.00","0.10","Turkey","Istanbul Stock Exchange","TRY"
"457190","ISU SPECIALTY CHEMICAL LTD","Materials","Equity","839,880.44","0.00","839,880.44","26,782.00","31.36","Korea (South)","Korea Exchange (Stock Market)","KRW"
"601688","HUATAI SECURITIES LTD A","Financials","Equity","840,213.35","0.00","840,213.35","280,769.00","2.99","China","Shanghai Stock Exchange","CNY"
"6146","SPORTON INTERNATIONAL INC","Industrials","Equity","842,160.74","0.00","842,160.74","148,662.00","5.66","Taiwan","Gretai Securities Market","TWD"
"688099","AMLOGIC (SHANGHAI) LTD A","Information Technology","Equity","842,267.04","0.00","842,267.04","60,876.00","13.84","China","Shanghai Stock Exchange","CNY"
"1866","CHINA XLX FERTILISER LTD","Materials","Equity","837,255.27","0.00","837,255.27","895,398.00","0.94","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"214320","INNOCEAN WORLDWIDE INC","Communication","Equity","839,292.53","0.00","839,292.53","62,778.00","13.37","Korea (South)","Korea Exchange (Stock Market)","KRW"
"RHIM","RHI MAGNESITA INDIA LTD","Materials","Equity","839,444.46","0.00","839,444.46","154,669.00","5.43","India","National Stock Exchange Of India","INR"
"GSFC","GUJARAT STATE FERTILIZERS AND CHEM","Materials","Equity","833,948.81","0.00","833,948.81","358,684.00","2.33","India","National Stock Exchange Of India","INR"
"4162","ALMUNAJEM FOODS","Consumer Staples","Equity","834,586.43","0.00","834,586.43","56,583.00","14.75","Saudi Arabia","Saudi Stock Exchange","SAR"
"6589","EIRGENIX INC","Health Care","Equity","835,374.02","0.00","835,374.02","425,000.00","1.97","Taiwan","Taiwan Stock Exchange","TWD"
"056190","SFA ENGINEERING CORP","Industrials","Equity","833,437.67","0.00","833,437.67","51,964.00","16.04","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"RELAXO","RELAXO FOOTWEARS LTD","Consumer Discretionary","Equity","833,649.69","0.00","833,649.69","150,151.00","5.55","India","National Stock Exchange Of India","INR"
"601136","CAPITAL SECURITIES CORP LTD A","Financials","Equity","830,640.00","0.00","830,640.00","277,700.00","2.99","China","Shanghai Stock Exchange","CNY"
"ATT","GRUPA AZOTY SA","Materials","Equity","824,182.90","0.00","824,182.90","163,993.00","5.03","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"TUYA","TUYA ADR REPRESENTING INC CLASS A","Information Technology","Equity","821,450.56","0.00","821,450.56","308,816.00","2.66","China","New York Stock Exchange Inc.","USD"
"VIPIND","VIP INDUSTRIES LTD","Consumer Discretionary","Equity","821,626.45","0.00","821,626.45","172,544.00","4.76","India","National Stock Exchange Of India","INR"
"ALARK.E","ALARKO HOLDING A","Industrials","Equity","822,389.07","0.00","822,389.07","385,327.00","2.13","Turkey","Istanbul Stock Exchange","TRY"
"004490","SEBANG GLOBAL BATTERY LTD","Consumer Discretionary","Equity","817,353.43","0.00","817,353.43","18,460.00","44.28","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AGI","AGI GREENPAC LTD","Materials","Equity","819,604.24","0.00","819,604.24","82,622.00","9.92","India","National Stock Exchange Of India","INR"
"2388","VIA TECHNOLOGIES INC","Information Technology","Equity","811,244.98","0.00","811,244.98","404,000.00","2.01","Taiwan","Taiwan Stock Exchange","TWD"
"058970","EMRO","Information Technology","Equity","813,333.15","0.00","813,333.15","27,813.00","29.24","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"2469","FENBI LTD","Consumer Discretionary","Equity","813,645.02","0.00","813,645.02","2,073,000.00","0.39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CZK","CZK CASH","Cash and/or Derivatives","Cash","809,184.36","0.00","809,184.36","16,885,331.00","4.79","Czech Republic","-","CZK"
"MANINFRA","MAN INFRACONSTRUCTION LTD","Industrials","Equity","808,883.60","0.00","808,883.60","447,105.00","1.81","India","National Stock Exchange Of India","INR"
"DEYAAR","DEYAAR DEVELOPMENT","Real Estate","Equity","809,152.44","0.00","809,152.44","2,942,591.00","0.27","United Arab Emirates","Dubai Financial Market","AED"
"2285","CHERVON HOLDINGS LTD","Consumer Discretionary","Equity","806,036.75","0.00","806,036.75","293,100.00","2.75","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","803,034.27","0.00","803,034.27","14,948,081.00","5.37","Mexico","-","MXN"
"MHRIL","MAHINDRA HOLIDAYS AND RESORTS INDI","Consumer Discretionary","Equity","802,863.65","0.00","802,863.65","202,556.00","3.96","India","National Stock Exchange Of India","INR"
"MRCB","MALAYSIAN RESOURCES CORPORATION","Industrials","Equity","804,379.73","0.00","804,379.73","7,154,746.00","0.11","Malaysia","Bursa Malaysia","MYR"
"SLCE3","SLC AGRICOLA SA","Consumer Staples","Equity","804,791.73","0.00","804,791.73","253,107.00","3.18","Brazil","XBSP","BRL"
"PRSMJOHNSN","PRISM JOHNSON LTD","Materials","Equity","796,834.19","0.00","796,834.19","476,067.00","1.67","India","National Stock Exchange Of India","INR"
"4262","LUMI RENTAL CO","Industrials","Equity","798,087.62","0.00","798,087.62","51,064.00","15.63","Saudi Arabia","Saudi Stock Exchange","SAR"
"ESABINDIA","ESAB INDIA LTD","Industrials","Equity","799,105.26","0.00","799,105.26","13,762.00","58.07","India","National Stock Exchange Of India","INR"
"000729","BEIJING YANJING BREWERY LTD A","Consumer Staples","Equity","799,569.13","0.00","799,569.13","454,900.00","1.76","China","Shenzhen Stock Exchange","CNY"
"1789","AK MEDICAL HOLDINGS LTD","Health Care","Equity","794,366.43","0.00","794,366.43","1,071,467.00","0.74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1736","JOHNSON HEALTH TECH LTD","Consumer Discretionary","Equity","795,621.51","0.00","795,621.51","171,000.00","4.65","Taiwan","Taiwan Stock Exchange","TWD"
"SOKM.E","SOK MARKETLER TICARET","Consumer Staples","Equity","795,930.53","0.00","795,930.53","802,467.00","0.99","Turkey","Istanbul Stock Exchange","TRY"
"5534","CHONG HONG CONSTRUCTION LTD","Real Estate","Equity","789,571.29","0.00","789,571.29","322,000.00","2.45","Taiwan","Taiwan Stock Exchange","TWD"
"SIDO","INDUSTRI JAMU DAN FARMASI SIDO MUN","Consumer Staples","Equity","790,455.44","0.00","790,455.44","25,194,808.00","0.03","Indonesia","Indonesia Stock Exchange","IDR"
"PNCINFRA","PNC INFRATECH LTD","Industrials","Equity","790,633.05","0.00","790,633.05","230,072.00","3.44","India","National Stock Exchange Of India","INR"
"600038","AVICOPTER PLC A","Industrials","Equity","787,012.92","0.00","787,012.92","140,900.00","5.59","China","Shanghai Stock Exchange","CNY"
"UEMS","UEM SUNRISE","Real Estate","Equity","787,517.63","0.00","787,517.63","4,496,300.00","0.18","Malaysia","Bursa Malaysia","MYR"
"229640","LS ECO ENERGY LTD","Industrials","Equity","783,526.91","0.00","783,526.91","28,695.00","27.31","Korea (South)","Korea Exchange (Stock Market)","KRW"
"GENUSPOWER","GENUS POWER INFRASTRUCTURES LTD","Information Technology","Equity","783,733.95","0.00","783,733.95","204,425.00","3.83","India","National Stock Exchange Of India","INR"
"HAPSENG","HAP SENG CONSOLIDATED","Industrials","Equity","784,987.46","0.00","784,987.46","1,348,200.00","0.58","Malaysia","Bursa Malaysia","MYR"
"2540","JSL CONSTRUCTION & DEVELOPMENT CO","Real Estate","Equity","781,216.57","0.00","781,216.57","314,820.00","2.48","Taiwan","Taiwan Stock Exchange","TWD"
"002007","HUALAN BIOLOGICAL ENGINEERING INC","Health Care","Equity","776,957.70","0.00","776,957.70","322,650.00","2.41","China","Shenzhen Stock Exchange","CNY"
"3515","ASROCK INC","Information Technology","Equity","777,255.36","0.00","777,255.36","90,000.00","8.64","Taiwan","Taiwan Stock Exchange","TWD"
"900925","SHANGHAI MECHANICAL & ELECTRICAL I","Industrials","Equity","777,974.02","0.00","777,974.02","592,968.00","1.31","China","Shanghai Stock Exchange","USD"
"2031","HSIN KUANG STEEL LTD","Materials","Equity","774,158.01","0.00","774,158.01","541,946.00","1.43","Taiwan","Taiwan Stock Exchange","TWD"
"603160","SHENZHEN GOODIX TECHNOLOGY LTD A","Information Technology","Equity","774,254.32","0.00","774,254.32","67,200.00","11.52","China","Shanghai Stock Exchange","CNY"
"AMANAT","AMANAT HOLDING","Financials","Equity","774,387.15","0.00","774,387.15","2,539,575.00","0.30","United Arab Emirates","Dubai Financial Market","AED"
"SYMPHONY","SYMPHONY LTD","Consumer Discretionary","Equity","775,715.11","0.00","775,715.11","72,597.00","10.69","India","National Stock Exchange Of India","INR"
"FRAS3","FRAS-LE SA","Consumer Discretionary","Equity","771,531.12","0.00","771,531.12","181,801.00","4.24","Brazil","XBSP","BRL"
"6469","GREAT TREE PHARMACY COLTD LTD","Consumer Staples","Equity","772,258.40","0.00","772,258.40","171,391.00","4.51","Taiwan","Gretai Securities Market","TWD"
"086450","DONGKOOK PHARMACEUTICAL LTD","Health Care","Equity","768,555.80","0.00","768,555.80","63,863.00","12.03","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"REDTAPE","REDTAPE","Consumer Discretionary","Equity","768,874.87","0.00","768,874.87","550,229.00","1.40","India","National Stock Exchange Of India","INR"
"1831","MAHARAH HUMAN RESOURCES CO","Industrials","Equity","770,123.33","0.00","770,123.33","602,076.00","1.28","Saudi Arabia","Saudi Stock Exchange","SAR"
"1712","SINON CORP","Materials","Equity","770,228.88","0.00","770,228.88","559,000.00","1.38","Taiwan","Taiwan Stock Exchange","TWD"
"6451","SHUNSIN TECHNOLOGY HOLDINGS LTD","Information Technology","Equity","770,349.69","0.00","770,349.69","147,000.00","5.24","Taiwan","Taiwan Stock Exchange","TWD"
"9911","TAIWAN SAKURA CORP","Consumer Discretionary","Equity","766,271.59","0.00","766,271.59","271,000.00","2.83","Taiwan","Taiwan Stock Exchange","TWD"
"JUSTDIAL","JUST DIAL LTD","Communication","Equity","766,775.41","0.00","766,775.41","82,967.00","9.24","India","National Stock Exchange Of India","INR"
"BBTC","BOMBAY BURMAH TRADING CORP LTD","Consumer Staples","Equity","762,609.86","0.00","762,609.86","37,615.00","20.27","India","National Stock Exchange Of India","INR"
"137310","SD BIOSENSOR INC","Health Care","Equity","762,701.40","0.00","762,701.40","107,356.00","7.10","Korea (South)","Korea Exchange (Stock Market)","KRW"
"9922","JIUMAOJIU INTERNATIONAL HOLDINGS L","Consumer Discretionary","Equity","763,136.12","0.00","763,136.12","2,479,000.00","0.31","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600177","YOUNGOR FASHION LTD A","Real Estate","Equity","764,437.09","0.00","764,437.09","740,000.00","1.03","China","Shanghai Stock Exchange","CNY"
"AVALON","AVALON TECHNOLOGIES LTD","Information Technology","Equity","764,450.42","0.00","764,450.42","80,016.00","9.55","India","National Stock Exchange Of India","INR"
"600352","ZHEJIANG LONGSHENG GROUP LTD A","Materials","Equity","760,484.69","0.00","760,484.69","518,700.00","1.47","China","Shanghai Stock Exchange","CNY"
"2192","MEDLIVE TECHNOLOGY LTD","Health Care","Equity","761,616.16","0.00","761,616.16","409,500.00","1.86","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601799","CHANGZHOU XINGYU AUTOMOTIVE LIGHTI","Consumer Discretionary","Equity","762,194.44","0.00","762,194.44","45,000.00","16.94","China","Shanghai Stock Exchange","CNY"
"9858","CHINA YOURAN DAIRY GROUP LTD","Consumer Staples","Equity","757,575.76","0.00","757,575.76","1,575,000.00","0.48","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LEVE3","MAHLE-METAL LEVE SA","Consumer Discretionary","Equity","751,502.43","0.00","751,502.43","146,029.00","5.15","Brazil","XBSP","BRL"
"600985","HUAIBEI MINING HOLDINGS LTD A","Materials","Equity","752,104.45","0.00","752,104.45","436,600.00","1.72","China","Shanghai Stock Exchange","CNY"
"6606","NEW HORIZON HEALTH LTD","Health Care","Equity","752,863.75","0.00","752,863.75","593,000.00","1.27","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601179","CHINA XD ELECTRIC LTD A","Industrials","Equity","748,555.73","0.00","748,555.73","814,100.00","0.92","China","Shanghai Stock Exchange","CNY"
"1458","ZHOU HEI YA INTERNATIONAL HOLDINGS","Consumer Staples","Equity","748,960.08","0.00","748,960.08","2,364,000.00","0.32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"38","FIRST TRACTOR LTD H","Industrials","Equity","749,922.08","0.00","749,922.08","802,000.00","0.94","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WAHA","WAHA CAPITAL","Financials","Equity","750,245.97","0.00","750,245.97","1,711,586.00","0.44","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"232140","YCC CORP","Information Technology","Equity","750,276.43","0.00","750,276.43","102,501.00","7.32","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"AYGAZ.E","AYGAZ A","Utilities","Equity","745,386.32","0.00","745,386.32","181,555.00","4.11","Turkey","Istanbul Stock Exchange","TRY"
"601567","NINGBO SANXING MEDICAL ELECTRIC LT","Industrials","Equity","743,006.56","0.00","743,006.56","227,800.00","3.26","China","Shanghai Stock Exchange","CNY"
"601238","GUANGZHOU AUTOMOBILE GROUP LTD A","Consumer Discretionary","Equity","743,594.27","0.00","743,594.27","686,300.00","1.08","China","Shanghai Stock Exchange","CNY"
"600398","HLA GROUP CORP LTD A","Consumer Discretionary","Equity","743,659.45","0.00","743,659.45","766,700.00","0.97","China","Shanghai Stock Exchange","CNY"
"688538","EVERDISPLAY OPTRONICS (SHANGHAI) L","Information Technology","Equity","744,354.85","0.00","744,354.85","1,856,827.00","0.40","China","Shanghai Stock Exchange","CNY"
"067630","HLB LIFE SCIENCE LTD","Health Care","Equity","744,613.46","0.00","744,613.46","292,287.00","2.55","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"600157","WINTIME ENERGY GROUP LTD A","Utilities","Equity","739,924.45","0.00","739,924.45","3,591,100.00","0.21","China","Shanghai Stock Exchange","CNY"
"INDIASHLTR","INDIA SHELTER FINANCE LTD","Financials","Equity","740,396.87","0.00","740,396.87","72,171.00","10.26","India","National Stock Exchange Of India","INR"
"002465","GUANGZHOU HAIGE COMMUNICATIONS GRO","Information Technology","Equity","740,726.41","0.00","740,726.41","369,039.00","2.01","China","Shenzhen Stock Exchange","CNY"
"ZYDUSWELL","ZYDUS WELLNESS LTD","Consumer Staples","Equity","734,403.25","0.00","734,403.25","29,207.00","25.14","India","National Stock Exchange Of India","INR"
"603568","ZHEJIANG WEIMING ENVIRONMENT PROTE","Industrials","Equity","734,466.81","0.00","734,466.81","270,800.00","2.71","China","Shanghai Stock Exchange","CNY"
"3617","CYBERPOWER SYSTEMS INC","Industrials","Equity","734,825.48","0.00","734,825.48","103,000.00","7.13","Taiwan","Taiwan Stock Exchange","TWD"
"005180","BINGGRAE LTD","Consumer Staples","Equity","734,965.91","0.00","734,965.91","14,425.00","50.95","Korea (South)","Korea Exchange (Stock Market)","KRW"
"JAZEERA","JAZEERA AIRWAYS","Industrials","Equity","735,271.75","0.00","735,271.75","162,094.00","4.54","Kuwait","Kuwait Stock Exchange","KWD"
"GHCL","GHCL LTD","Materials","Equity","736,628.06","0.00","736,628.06","115,546.00","6.38","India","National Stock Exchange Of India","INR"
"323280","TAESUNG COLTD LTD","Information Technology","Equity","733,225.69","0.00","733,225.69","38,125.00","19.23","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"ASHOKA","ASHOKA BUILDCON LTD","Industrials","Equity","728,461.00","0.00","728,461.00","348,566.00","2.09","India","National Stock Exchange Of India","INR"
"RAKCEC","RAS AL KHAIMAH CERAMICS","Industrials","Equity","729,210.02","0.00","729,210.02","1,075,658.00","0.68","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"MASTEK","MASTEK LTD","Information Technology","Equity","729,822.43","0.00","729,822.43","25,394.00","28.74","India","National Stock Exchange Of India","INR"
"NUVOCO","NUVOCO VISTAS LTD","Materials","Equity","725,952.87","0.00","725,952.87","140,355.00","5.17","India","National Stock Exchange Of India","INR"
"1104","UNIVERSAL CEMENT CORP","Materials","Equity","726,714.05","0.00","726,714.05","759,627.00","0.96","Taiwan","Taiwan Stock Exchange","TWD"
"600061","SDIC CAPITAL LTD A","Financials","Equity","727,806.12","0.00","727,806.12","634,000.00","1.15","China","Shanghai Stock Exchange","CNY"
"SCCC.R","SIAM CITY CEMENT NON-VOTING DR PCL","Materials","Equity","723,885.79","0.00","723,885.79","157,500.00","4.60","Thailand","Stock Exchange Of Thailand","THB"
"THANGAMAYL","THANGAMAYIL JEWELLERY LTD","Consumer Discretionary","Equity","721,840.89","0.00","721,840.89","28,395.00","25.42","India","National Stock Exchange Of India","INR"
"NSLNISP","NMDC STEEL LTD","Materials","Equity","722,141.41","0.00","722,141.41","1,675,711.00","0.43","India","National Stock Exchange Of India","INR"
"600369","SOUTHWEST SECURITIES LTD A","Financials","Equity","719,029.63","0.00","719,029.63","1,057,700.00","0.68","China","Shanghai Stock Exchange","CNY"
"ANURAS","ANUPAM RASAYAN INDIA LTD","Materials","Equity","713,849.37","0.00","713,849.37","57,026.00","12.52","India","National Stock Exchange Of India","INR"
"BORORENEW","BOROSIL RENEWABLES LTD","Information Technology","Equity","714,680.93","0.00","714,680.93","109,656.00","6.52","India","National Stock Exchange Of India","INR"
"6533","ANDES TECHNOLOGY CORP","Information Technology","Equity","715,267.57","0.00","715,267.57","77,000.00","9.29","Taiwan","Taiwan Stock Exchange","TWD"
