Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"2330","TAIWAN SEMICONDUCTOR MANUFACTURING","Information Technology","Equity","2,502,998,334.80","8.75","2,502,998,334.80","65,802,000.00","38.04","Taiwan","Taiwan Stock Exchange","TWD"
"700","TENCENT HOLDINGS LTD","Communication","Equity","1,329,835,202.82","4.65","1,329,835,202.82","17,136,740.00","77.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9988","ALIBABA GROUP HOLDING LTD","Consumer Discretionary","Equity","806,868,965.31","2.82","806,868,965.31","45,882,948.00","17.59","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"005930","SAMSUNG ELECTRONICS LTD","Information Technology","Equity","613,609,008.11","2.14","613,609,008.11","12,648,878.00","48.51","Korea (South)","Korea Exchange (Stock Market)","KRW"
"HDFCBANK","HDFC BANK LTD","Financials","Equity","326,284,773.34","1.14","326,284,773.34","30,274,274.00","10.78","India","National Stock Exchange Of India","INR"
"1810","XIAOMI CORP","Information Technology","Equity","317,886,060.61","1.11","317,886,060.61","45,894,800.00","6.93","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000660","SK HYNIX INC","Information Technology","Equity","268,133,683.53","0.94","268,133,683.53","1,459,548.00","183.71","Korea (South)","Korea Exchange (Stock Market)","KRW"
"939","CHINA CONSTRUCTION BANK CORP H","Financials","Equity","248,744,960.72","0.87","248,744,960.72","256,858,000.00","0.97","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RELIANCE","RELIANCE INDUSTRIES LTD","Energy","Equity","246,076,740.72","0.86","246,076,740.72","16,030,930.00","15.35","India","National Stock Exchange Of India","INR"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","227,552,175.56","0.80","227,552,175.56","1,892,798.00","120.22","China","NASDAQ","USD"
"ICICIBANK","ICICI BANK LTD","Financials","Equity","225,645,553.84","0.79","225,645,553.84","14,105,046.00","16.00","India","National Stock Exchange Of India","INR"
"2317","HON HAI PRECISION INDUSTRY LTD","Information Technology","Equity","216,852,348.06","0.76","216,852,348.06","33,458,624.00","6.48","Taiwan","Taiwan Stock Exchange","TWD"
"2454","MEDIATEK INC","Information Technology","Equity","180,596,205.96","0.63","180,596,205.96","4,067,000.00","44.41","Taiwan","Taiwan Stock Exchange","TWD"
"3690","MEITUAN","Consumer Discretionary","Equity","175,415,344.81","0.61","175,415,344.81","13,277,494.00","13.21","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INFY","INFOSYS LTD","Information Technology","Equity","150,913,389.20","0.53","150,913,389.20","8,877,384.00","17.00","India","National Stock Exchange Of India","INR"
"BHARTIARTL","BHARTI AIRTEL LTD","Communication","Equity","147,534,289.81","0.52","147,534,289.81","6,846,632.00","21.55","India","National Stock Exchange Of India","INR"
"1211","BYD LTD H","Consumer Discretionary","Equity","136,100,484.21","0.48","136,100,484.21","9,788,500.00","13.90","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4BRZ","ISHARES MSCI BRAZIL UCITS ET USDHA","Financials","Equity","135,495,837.07","0.47","135,495,837.07","3,431,143.00","39.49","Germany","Xetra","USD"
"NPN","NASPERS LIMITED LTD CLASS N","Consumer Discretionary","Equity","135,458,474.68","0.47","135,458,474.68","415,848.00","325.74","South Africa","Johannesburg Stock Exchange","ZAR"
"2318","PING AN INSURANCE (GROUP) CO OF CH","Financials","Equity","130,788,259.19","0.46","130,788,259.19","17,999,258.00","7.27","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9999","NETEASE INC","Communication","Equity","129,048,750.62","0.45","129,048,750.62","4,666,495.00","27.65","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1398","INDUSTRIAL AND COMMERCIAL BANK OF","Financials","Equity","128,216,285.08","0.45","128,216,285.08","174,451,346.00","0.73","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9961","TRIP.COM GROUP LTD","Consumer Discretionary","Equity","121,675,876.48","0.43","121,675,876.48","1,646,902.00","73.88","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1120","AL RAJHI BANK","Financials","Equity","118,503,862.32","0.41","118,503,862.32","4,743,441.00","24.98","Saudi Arabia","Saudi Stock Exchange","SAR"
"2308","DELTA ELECTRONICS INC","Information Technology","Equity","116,723,747.80","0.41","116,723,747.80","5,196,073.00","22.46","Taiwan","Taiwan Stock Exchange","TWD"
"NU","NU HOLDINGS LTD CLASS A","Financials","Equity","116,660,067.60","0.41","116,660,067.60","7,882,437.00","14.80","Brazil","New York Stock Exchange Inc.","USD"
"3988","BANK OF CHINA LTD H","Financials","Equity","104,835,895.46","0.37","104,835,895.46","189,635,000.00","0.55","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9618","JD.COM CLASS A INC","Consumer Discretionary","Equity","101,757,343.75","0.36","101,757,343.75","6,534,808.00","15.57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"M&M","MAHINDRA AND MAHINDRA LTD","Consumer Discretionary","Equity","93,477,919.37","0.33","93,477,919.37","2,486,840.00","37.59","India","National Stock Exchange Of India","INR"
"2222","SAUDI ARABIAN OIL","Energy","Equity","92,297,979.96","0.32","92,297,979.96","14,676,161.00","6.29","Saudi Arabia","Saudi Stock Exchange","SAR"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","Financials","Equity","88,696,660.05","0.31","88,696,660.05","12,444,178.00","7.13","Brazil","XBSP","BRL"
"005935","SAMSUNG ELECTRONICS NON VOTING PRE","Information Technology","Equity","86,777,550.20","0.30","86,777,550.20","2,182,753.00","39.76","Korea (South)","Korea Exchange (Stock Market)","KRW"
"TCS","TATA CONSULTANCY SERVICES LTD","Information Technology","Equity","85,333,260.53","0.30","85,333,260.53","2,418,075.00","35.29","India","National Stock Exchange Of India","INR"
"VALE3","CIA VALE DO RIO DOCE SH","Materials","Equity","84,030,051.92","0.29","84,030,051.92","8,222,930.00","10.22","Brazil","XBSP","BRL"
"GFI","GOLD FIELDS LTD","Materials","Equity","81,101,949.51","0.28","81,101,949.51","2,403,971.00","33.74","South Africa","Johannesburg Stock Exchange","ZAR"
"ANG","ANGLOGOLD ASHANTI PLC","Materials","Equity","76,517,699.88","0.27","76,517,699.88","1,338,626.00","57.16","South Africa","Johannesburg Stock Exchange","ZAR"
"BAJFINANCE","BAJAJ FINANCE LTD","Financials","Equity","75,675,513.83","0.26","75,675,513.83","7,505,116.00","10.08","India","National Stock Exchange Of India","INR"
"KFH","KUWAIT FINANCE HOUSE","Financials","Equity","74,859,493.24","0.26","74,859,493.24","29,705,608.00","2.52","Kuwait","Kuwait Stock Exchange","KWD"
"NBK","NATIONAL BANK OF KUWAIT","Financials","Equity","74,126,473.58","0.26","74,126,473.58","22,053,889.00","3.36","Kuwait","Kuwait Stock Exchange","KWD"
"105560","KB FINANCIAL GROUP INC","Financials","Equity","73,728,070.40","0.26","73,728,070.40","959,291.00","76.86","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AXISBANK","AXIS BANK LTD","Financials","Equity","72,291,506.25","0.25","72,291,506.25","6,006,784.00","12.03","India","National Stock Exchange Of India","INR"
"BBCA","BANK CENTRAL ASIA","Financials","Equity","70,570,916.84","0.25","70,570,916.84","144,802,700.00","0.49","Indonesia","Indonesia Stock Exchange","IDR"
"9888","BAIDU CLASS A INC","Communication","Equity","70,218,073.77","0.25","70,218,073.77","5,895,936.00","11.91","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"IKSA","ISHARES MSCI SAUDI ARABIA CAPPED","Financials","Equity","70,213,595.92","0.25","70,213,595.92","11,741,404.00","5.98","Ireland","London Stock Exchange","USD"
"EMAAR","EMAAR PROPERTIES","Real Estate","Equity","68,568,549.52","0.24","68,568,549.52","17,861,864.00","3.84","United Arab Emirates","Dubai Financial Market","AED"
"1180","THE SAUDI NATIONAL BANK","Financials","Equity","68,180,009.07","0.24","68,180,009.07","7,142,722.00","9.55","Saudi Arabia","Saudi Stock Exchange","SAR"
"1024","KUAISHOU TECHNOLOGY","Communication","Equity","68,128,795.25","0.24","68,128,795.25","7,216,700.00","9.44","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LT","LARSEN AND TOUBRO LTD","Industrials","Equity","68,121,275.16","0.24","68,121,275.16","1,669,737.00","40.80","India","National Stock Exchange Of India","INR"
"KOTAKBANK","KOTAK MAHINDRA BANK LTD","Financials","Equity","66,414,332.98","0.23","66,414,332.98","2,975,631.00","22.32","India","National Stock Exchange Of India","INR"
"HINDUNILVR","HINDUSTAN UNILEVER LTD","Consumer Staples","Equity","65,926,706.34","0.23","65,926,706.34","2,194,685.00","30.04","India","National Stock Exchange Of India","INR"
"QNBK","QATAR NATIONAL BANK","Financials","Equity","63,714,163.51","0.22","63,714,163.51","12,254,795.00","5.20","Qatar","Qatar Exchange","QAR"
"3968","CHINA MERCHANTS BANK LTD H","Financials","Equity","62,541,958.46","0.22","62,541,958.46","10,365,492.00","6.03","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PETR4","PETROLEO BRASILEIRO PREF SA","Energy","Equity","61,843,958.83","0.22","61,843,958.83","10,795,114.00","5.73","Brazil","XBSP","BRL"
"2382","QUANTA COMPUTER INC","Information Technology","Equity","61,435,987.85","0.21","61,435,987.85","7,350,000.00","8.36","Taiwan","Taiwan Stock Exchange","TWD"
"2881","FUBON FINANCIAL HOLDING LTD","Financials","Equity","60,256,239.00","0.21","60,256,239.00","21,839,856.00","2.76","Taiwan","Taiwan Stock Exchange","TWD"
"2891","CTBC FINANCIAL HOLDING LTD","Financials","Equity","59,985,296.33","0.21","59,985,296.33","44,376,079.00","1.35","Taiwan","Taiwan Stock Exchange","TWD"
"2628","CHINA LIFE INSURANCE LTD H","Financials","Equity","59,967,497.19","0.21","59,967,497.19","19,760,000.00","3.03","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","59,863,389.73","0.21","59,863,389.73","6,603,811.00","9.06","Mexico","Bolsa Mexicana De Valores","MXN"
"035420","NAVER CORP","Communication","Equity","59,134,066.02","0.21","59,134,066.02","382,382.00","154.65","Korea (South)","Korea Exchange (Stock Market)","KRW"
"012450","HANWHA AEROSPACE LTD","Industrials","Equity","58,215,135.99","0.20","58,215,135.99","88,562.00","657.34","Korea (South)","Korea Exchange (Stock Market)","KRW"
"MARUTI","MARUTI SUZUKI INDIA LTD","Consumer Discretionary","Equity","56,794,956.74","0.20","56,794,956.74","336,494.00","168.78","India","National Stock Exchange Of India","INR"
"9992","POP MART INTERNATIONAL GROUP LTD","Consumer Discretionary","Equity","56,733,337.18","0.20","56,733,337.18","1,434,200.00","39.56","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"005380","HYUNDAI MOTOR","Consumer Discretionary","Equity","56,249,890.20","0.20","56,249,890.20","355,484.00","158.23","Korea (South)","Korea Exchange (Stock Market)","KRW"
"FSR","FIRSTRAND LTD","Financials","Equity","56,084,401.24","0.20","56,084,401.24","13,267,815.00","4.23","South Africa","Johannesburg Stock Exchange","ZAR"
"857","PETROCHINA LTD H","Energy","Equity","55,864,763.19","0.20","55,864,763.19","57,082,000.00","0.98","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6160","BEONE MEDICINES AG","Health Care","Equity","54,840,255.76","0.19","54,840,255.76","2,198,192.00","24.95","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GMEXICOB","GRUPO MEXICO B","Materials","Equity","54,730,353.99","0.19","54,730,353.99","8,270,646.00","6.62","Mexico","Bolsa Mexicana De Valores","MXN"
"7010","SAUDI TELECOM","Communication","Equity","53,861,086.41","0.19","53,861,086.41","4,833,073.00","11.14","Saudi Arabia","Saudi Stock Exchange","SAR"
"PETR3","PETROLEO BRASILEIRO SA PETROBRAS","Energy","Equity","53,723,601.57","0.19","53,723,601.57","8,699,466.00","6.18","Brazil","XBSP","BRL"
"055550","SHINHAN FINANCIAL GROUP LTD","Financials","Equity","53,063,003.95","0.19","53,063,003.95","1,155,364.00","45.93","Korea (South)","Korea Exchange (Stock Market)","KRW"
"OTP","OTP BANK","Financials","Equity","52,997,141.49","0.19","52,997,141.49","597,225.00","88.74","Hungary","Budapest Stock Exchange","HUF"
"068270","CELLTRION INC","Health Care","Equity","52,946,284.18","0.19","52,946,284.18","434,515.00","121.85","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1801","INNOVENT BIOLOGICS INC","Health Care","Equity","52,779,426.01","0.18","52,779,426.01","3,904,000.00","13.52","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2882","CATHAY FINANCIAL HOLDING LTD","Financials","Equity","52,512,668.25","0.18","52,512,668.25","25,691,781.00","2.04","Taiwan","Taiwan Stock Exchange","TWD"
"FAB","FIRST ABU DHABI BANK","Financials","Equity","52,457,857.47","0.18","52,457,857.47","11,677,437.00","4.49","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"2899","ZIJIN MINING GROUP LTD H","Materials","Equity","52,382,117.04","0.18","52,382,117.04","14,818,000.00","3.54","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"034020","DOOSAN ENERBILITY LTD","Industrials","Equity","50,545,504.70","0.18","50,545,504.70","1,181,798.00","42.77","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1288","AGRICULTURAL BANK OF CHINA LTD H","Financials","Equity","49,489,126.18","0.17","49,489,126.18","74,198,000.00","0.67","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SBK","STANDARD BANK GROUP","Financials","Equity","49,320,451.58","0.17","49,320,451.58","3,517,569.00","14.02","South Africa","Johannesburg Stock Exchange","ZAR"
"000270","KIA CORPORATION CORP","Consumer Discretionary","Equity","49,067,878.36","0.17","49,067,878.36","642,029.00","76.43","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AMXB","AMERICA MOVIL B","Communication","Equity","48,095,856.24","0.17","48,095,856.24","48,709,484.00","0.99","Mexico","Bolsa Mexicana De Valores","MXN"
"BAP","CREDICORP LTD","Financials","Equity","46,654,022.40","0.16","46,654,022.40","181,392.00","257.20","Peru","New York Stock Exchange Inc.","USD"
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Financials","Equity","46,152,820.82","0.16","46,152,820.82","2,392,746.00","19.29","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"CPI","CAPITEC LTD","Financials","Equity","46,017,523.44","0.16","46,017,523.44","230,227.00","199.88","South Africa","Johannesburg Stock Exchange","ZAR"
"ULTRACEMCO","ULTRATECH CEMENT LTD","Materials","Equity","45,780,900.20","0.16","45,780,900.20","314,824.00","145.42","India","National Stock Exchange Of India","INR"
"EAND","EMIRATES TELECOM","Communication","Equity","45,726,524.61","0.16","45,726,524.61","9,446,205.00","4.84","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"SUNPHARMA","SUN PHARMACEUTICAL INDUSTRIES LTD","Health Care","Equity","45,402,604.57","0.16","45,402,604.57","2,561,611.00","17.72","India","National Stock Exchange Of India","INR"
"1211","SAUDI ARABIAN MINING","Materials","Equity","45,257,410.54","0.16","45,257,410.54","3,241,087.00","13.96","Saudi Arabia","Saudi Stock Exchange","SAR"
"BBRI","BANK RAKYAT INDONESIA (PERSERO)","Financials","Equity","44,705,179.19","0.16","44,705,179.19","184,380,783.00","0.24","Indonesia","Indonesia Stock Exchange","IDR"
"3711","ASE TECHNOLOGY HOLDING LTD","Information Technology","Equity","44,592,630.82","0.16","44,592,630.82","8,754,734.00","5.09","Taiwan","Taiwan Stock Exchange","TWD"
"2412","CHUNGHWA TELECOM LTD","Communication","Equity","44,539,785.16","0.16","44,539,785.16","10,180,000.00","4.38","Taiwan","Taiwan Stock Exchange","TWD"
"2269","WUXI BIOLOGICS CAYMAN INC","Health Care","Equity","44,479,125.57","0.16","44,479,125.57","9,637,865.00","4.62","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"086790","HANA FINANCIAL GROUP INC","Financials","Equity","44,424,747.04","0.16","44,424,747.04","761,450.00","58.34","Korea (South)","Korea Exchange (Stock Market)","KRW"
"YUMC","YUM CHINA HOLDINGS INC","Consumer Discretionary","Equity","44,055,192.48","0.15","44,055,192.48","985,134.00","44.72","China","New York Stock Exchange Inc.","USD"
"NTPC","NTPC LTD","Utilities","Equity","43,776,466.98","0.15","43,776,466.98","11,675,655.00","3.75","India","National Stock Exchange Of India","INR"
"2328","PICC PROPERTY AND CASUALTY LTD H","Financials","Equity","43,476,373.60","0.15","43,476,373.60","18,491,690.00","2.35","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2884","E.SUN FINANCIAL HOLDING LTD","Financials","Equity","43,308,263.06","0.15","43,308,263.06","39,417,598.00","1.10","Taiwan","Taiwan Stock Exchange","TWD"
"2345","ACCTON TECHNOLOGY CORP","Information Technology","Equity","42,535,018.12","0.15","42,535,018.12","1,380,000.00","30.82","Taiwan","Taiwan Stock Exchange","TWD"
"TATAMOTORS","TATA MOTORS LTD","Consumer Discretionary","Equity","42,432,958.38","0.15","42,432,958.38","5,422,937.00","7.82","India","National Stock Exchange Of India","INR"
"HCLTECH","HCL TECHNOLOGIES LTD","Information Technology","Equity","42,308,283.06","0.15","42,308,283.06","2,541,299.00","16.65","India","National Stock Exchange Of India","INR"
"BEL","BHARAT ELECTRONICS LTD","Industrials","Equity","42,222,266.83","0.15","42,222,266.83","9,960,034.00","4.24","India","National Stock Exchange Of India","INR"
"2886","MEGA FINANCIAL HOLDING LTD","Financials","Equity","42,180,096.93","0.15","42,180,096.93","31,662,986.00","1.33","Taiwan","Taiwan Stock Exchange","TWD"
"600519","KWEICHOW MOUTAI LTD A","Consumer Staples","Equity","41,811,384.89","0.15","41,811,384.89","202,086.00","206.90","China","Shanghai Stock Exchange","CNY"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","41,724,053.52","0.15","41,724,053.52","13,805,055.00","3.02","Mexico","Bolsa Mexicana De Valores","MXN"
"2020","ANTA SPORTS PRODUCTS LTD","Consumer Discretionary","Equity","41,681,077.44","0.15","41,681,077.44","3,426,000.00","12.17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1088","CHINA SHENHUA ENERGY LTD H","Energy","Equity","41,285,387.21","0.14","41,285,387.21","9,016,000.00","4.58","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2303","UNITED MICRO ELECTRONICS CORP","Information Technology","Equity","40,703,431.61","0.14","40,703,431.61","30,592,000.00","1.33","Taiwan","Taiwan Stock Exchange","TWD"
"2357","ASUSTEK COMPUTER INC","Information Technology","Equity","40,482,482.78","0.14","40,482,482.78","2,003,000.00","20.21","Taiwan","Taiwan Stock Exchange","TWD"
"POWERGRID","POWER GRID CORPORATION OF INDIA LT","Utilities","Equity","40,241,390.10","0.14","40,241,390.10","12,683,012.00","3.17","India","National Stock Exchange Of India","INR"
"DELTA.R","DELTA ELECTRONICS (THAILAND) NON-V","Information Technology","Equity","40,082,890.75","0.14","40,082,890.75","8,691,800.00","4.61","Thailand","Stock Exchange Of Thailand","THB"
"TITAN","TITAN COMPANY LTD","Consumer Discretionary","Equity","39,954,357.45","0.14","39,954,357.45","973,864.00","41.03","India","National Stock Exchange Of India","INR"
"USD","USD CASH","Cash and/or Derivatives","Cash","39,826,392.34","0.14","39,826,392.34","39,826,392.00","100.00","United States","-","USD"
"175","GEELY AUTOMOBILE HOLDINGS LTD","Consumer Discretionary","Equity","39,675,663.38","0.14","39,675,663.38","16,177,897.00","2.45","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2015","LI AUTO CLASS A INC","Consumer Discretionary","Equity","39,149,937.96","0.14","39,149,937.96","3,315,836.00","11.81","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MTN","MTN GROUP LTD","Communication","Equity","38,656,455.64","0.14","38,656,455.64","4,673,324.00","8.27","South Africa","Johannesburg Stock Exchange","ZAR"
"TME","TENCENT MUSIC ENTERTAINMENT GROUP","Communication","Equity","38,584,304.20","0.13","38,584,304.20","1,573,585.00","24.52","China","New York Stock Exchange Inc.","USD"
"BBDC4","BANCO BRADESCO PREF SA","Financials","Equity","38,554,079.44","0.13","38,554,079.44","12,545,871.00","3.07","Brazil","XBSP","BRL"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","38,397,317.01","0.13","38,397,317.01","4,366,733.00","8.79","Mexico","Bolsa Mexicana De Valores","MXN"
"PBBANK","PUBLIC BANK","Financials","Equity","38,129,735.62","0.13","38,129,735.62","37,727,900.00","1.01","Malaysia","Bursa Malaysia","MYR"
"005490","POSCO","Materials","Equity","37,648,757.09","0.13","37,648,757.09","186,703.00","201.65","Korea (South)","Korea Exchange (Stock Market)","KRW"
"012330","HYUNDAI MOBIS LTD","Consumer Discretionary","Equity","37,631,534.63","0.13","37,631,534.63","163,109.00","230.71","Korea (South)","Korea Exchange (Stock Market)","KRW"
"MAYBANK","MALAYAN BANKING","Financials","Equity","36,959,687.57","0.13","36,959,687.57","15,773,200.00","2.34","Malaysia","Bursa Malaysia","MYR"
"SBIN","STATE BANK OF INDIA","Financials","Equity","36,663,222.12","0.13","36,663,222.12","4,011,838.00","9.14","India","National Stock Exchange Of India","INR"
"ITC","ITC LTD","Consumer Staples","Equity","36,344,277.31","0.13","36,344,277.31","7,898,511.00","4.60","India","National Stock Exchange Of India","INR"
"CIMB","CIMB GROUP HOLDINGS","Financials","Equity","35,782,315.50","0.13","35,782,315.50","20,347,279.00","1.76","Malaysia","Bursa Malaysia","MYR"
"035720","KAKAO CORP","Communication","Equity","35,490,905.49","0.12","35,490,905.49","808,114.00","43.92","Korea (South)","Korea Exchange (Stock Market)","KRW"
"TATASTEEL","TATA STEEL LTD","Materials","Equity","35,404,972.45","0.12","35,404,972.45","19,995,920.00","1.77","India","National Stock Exchange Of India","INR"
"CEMEXCPO","CEMEX CPO","Materials","Equity","35,322,617.55","0.12","35,322,617.55","39,395,618.00","0.90","Mexico","Bolsa Mexicana De Valores","MXN"
"9633","NONGFU SPRING LTD H","Consumer Staples","Equity","35,222,580.09","0.12","35,222,580.09","5,470,200.00","6.44","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9868","XPENG CLASS A INC","Consumer Discretionary","Equity","35,185,688.50","0.12","35,185,688.50","3,301,040.00","10.66","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2010","SAUDI BASIC INDUSTRIES","Materials","Equity","34,994,386.83","0.12","34,994,386.83","2,179,584.00","16.06","Saudi Arabia","Saudi Stock Exchange","SAR"
"196170","ALTEOGEN INC","Health Care","Equity","34,672,077.50","0.12","34,672,077.50","106,188.00","326.52","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"9926","AKESO INC","Health Care","Equity","34,594,324.19","0.12","34,594,324.19","1,707,000.00","20.27","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"EMIRATESNBD","EMIRATES NBD","Financials","Equity","34,540,197.39","0.12","34,540,197.39","5,178,210.00","6.67","United Arab Emirates","Dubai Financial Market","AED"
"1109","CHINA RESOURCES LAND LTD","Real Estate","Equity","34,122,402.80","0.12","34,122,402.80","8,429,239.00","4.05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2423","KE HOLDINGS INC","Real Estate","Equity","33,606,912.45","0.12","33,606,912.45","5,558,080.00","6.05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"207940","SAMSUNG BIOLOGICS LTD","Health Care","Equity","33,488,757.80","0.12","33,488,757.80","46,854.00","714.75","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ETE","NATIONAL BANK OF GREECE SA","Financials","Equity","32,841,628.85","0.11","32,841,628.85","2,328,120.00","14.11","Greece","Athens Exchange S.A. Cash Market","EUR"
"1216","UNI-PRESIDENT ENTERPRISES CORP","Consumer Staples","Equity","32,551,962.86","0.11","32,551,962.86","12,880,736.00","2.53","Taiwan","Taiwan Stock Exchange","TWD"
"INDIGO","INTERGLOBE AVIATION LTD","Industrials","Equity","32,497,189.44","0.11","32,497,189.44","505,519.00","64.28","India","National Stock Exchange Of India","INR"
"INR","INR CASH","Cash and/or Derivatives","Cash","32,133,992.14","0.11","32,133,992.14","2,834,258,274.00","1.13","India","-","INR"
"009540","HD KOREA SHIPBUILDING & OFFSHORE E","Industrials","Equity","31,826,494.44","0.11","31,826,494.44","106,868.00","297.81","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2601","CHINA PACIFIC INSURANCE (GROUP) LT","Financials","Equity","31,733,183.52","0.11","31,733,183.52","7,032,400.00","4.51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1177","SINO BIOPHARMACEUTICAL LTD","Health Care","Equity","31,614,175.08","0.11","31,614,175.08","28,626,250.00","1.10","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"316140","WOORI FINANCIAL GROUP INC","Financials","Equity","31,372,781.84","0.11","31,372,781.84","1,784,407.00","17.58","Korea (South)","Korea Exchange (Stock Market)","KRW"
"PKN","ORLEN SA","Energy","Equity","31,170,214.13","0.11","31,170,214.13","1,456,092.00","21.41","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"373220","LG ENERGY SOLUTION LTD","Industrials","Equity","31,141,769.64","0.11","31,141,769.64","124,344.00","250.45","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Equity","31,044,759.55","0.11","31,044,759.55","7,735,916.00","4.01","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"386","CHINA PETROLEUM AND CHEMICAL CORP","Energy","Equity","30,818,252.36","0.11","30,818,252.36","55,876,000.00","0.55","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2885","YUANTA FINANCIAL HOLDING LTD","Financials","Equity","30,404,118.58","0.11","30,404,118.58","28,433,189.00","1.07","Taiwan","Taiwan Stock Exchange","TWD"
"1093","CSPC PHARMACEUTICAL GROUP LTD","Health Care","Equity","30,096,521.51","0.11","30,096,521.51","21,350,319.00","1.41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TRENT","TRENT LTD","Consumer Discretionary","Equity","29,989,034.17","0.10","29,989,034.17","485,334.00","61.79","India","National Stock Exchange Of India","INR"
"QIBK","QATAR ISLAMIC BANK","Financials","Equity","29,930,309.93","0.10","29,930,309.93","4,518,087.00","6.62","Qatar","Qatar Exchange","QAR"
"2887","TS FINANCIAL HOLDING LTD","Financials","Equity","29,569,721.55","0.10","29,569,721.55","55,221,455.00","0.54","Taiwan","Taiwan Stock Exchange","TWD"
"2383","ELITE MATERIAL LTD","Information Technology","Equity","29,527,791.65","0.10","29,527,791.65","782,985.00","37.71","Taiwan","Taiwan Stock Exchange","TWD"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","Financials","Equity","29,383,555.69","0.10","29,383,555.69","14,173,007.00","2.07","Brazil","XBSP","BRL"
"300750","CONTEMPORARY AMPEREX TECHNOLOGY LT","Industrials","Equity","29,145,548.30","0.10","29,145,548.30","684,000.00","42.61","China","Shenzhen Stock Exchange","CNY"
"MAXHEALTH","MAX HEALTHCARE INSTITUTE LTD","Health Care","Equity","29,010,182.27","0.10","29,010,182.27","2,166,216.00","13.39","India","National Stock Exchange Of India","INR"
"2892","FIRST FINANCIAL HOLDING LTD","Financials","Equity","28,995,870.41","0.10","28,995,870.41","31,159,878.00","0.93","Taiwan","Taiwan Stock Exchange","TWD"
"3231","WISTRON CORP","Information Technology","Equity","28,542,106.18","0.10","28,542,106.18","7,983,188.00","3.58","Taiwan","Taiwan Stock Exchange","TWD"
"064350","HYUNDAI-ROTEM","Industrials","Equity","28,384,172.23","0.10","28,384,172.23","206,007.00","137.78","Korea (South)","Korea Exchange (Stock Market)","KRW"
